state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
ODISHA,SUNDARGARH,2020,139,91,2,100,3,105,77,24,32,3,1,82,60,359,41,275,173,21,6,0,2,1034,26,147,6,19,1,102,44,2975,SUNDARGARH,1667,431,821,27
ODISHA,SUNDARGARH,2020,74,60,3,56,0,56,48,44,11,7,6,25,83,213,43,194,52,7,43,1,8,583,12,136,9,36,1,266,204,2281,SUNDARGARH,1106,350,571,51
ODISHA,SUNDARGARH,2021,149,99,3,107,3,124,87,24,37,4,1,89,59,362,44,311,198,25,4,1,2,1199,28,163,7,20,4,92,39,3285,SUNDARGARH,1875,480,870,30
ODISHA,SUNDARGARH,2021,76,60,2,59,1,59,48,46,11,6,6,27,85,220,45,207,56,7,41,0,6,510,13,146,8,33,0,293,199,2270,SUNDARGARH,1069,365,596,48
ODISHA,SUNDARGARH,2022,169,114,2,132,2,144,96,26,44,3,1,93,61,406,48,325,231,28,5,1,3,1362,32,191,7,23,3,87,36,3675,SUNDARGARH,2129,560,937,34
ODISHA,SUNDARGARH,2022,80,62,3,59,0,61,55,50,12,7,8,26,94,220,45,205,59,6,44,1,7,514,14,142,9,36,1,274,194,2288,SUNDARGARH,1065,372,605,51
ODISHA,SUNDARGARH,2023,172,120,3,156,3,171,108,27,47,2,0,99,54,468,43,342,269,33,6,1,1,1526,39,236,6,25,3,85,33,4078,SUNDARGARH,2370,666,1008,40
ODISHA,SUNDARGARH,2023,85,61,3,60,1,57,59,53,13,8,6,26,101,231,48,202,61,5,42,1,7,527,13,164,8,39,1,271,196,2349,SUNDARGARH,1081,396,622,48
ODISHA,TOTAL,2001,987,1151,53,790,0,790,522,434,88,199,22,958,3093,5622,817,4805,1426,285,681,10,423,4367,294,1655,458,1266,0,1589,20810,53595,TOTAL,10657,5687,15516,976
ODISHA,TOTAL,2002,1075,1372,58,691,0,691,523,432,91,246,30,945,2884,5268,1028,4240,1598,246,793,12,405,4947,248,1605,188,1167,0,2672,20755,54210,TOTAL,12661,5022,14641,1051
ODISHA,TOTAL,2003,1044,1214,188,725,0,725,477,373,104,178,30,875,2961,5359,1076,4283,1408,254,937,11,337,4759,279,1669,188,1289,0,2497,20602,53842,TOTAL,12114,5248,14762,1202
ODISHA,TOTAL,2004,1066,1197,25,770,0,770,526,423,103,238,0,952,2992,5967,1401,4566,1433,271,805,14,343,4938,319,1811,170,1192,0,2652,21058,56002,TOTAL,12400,5455,16116,1090
ODISHA,TOTAL,2005,1079,1279,48,799,0,799,641,547,94,184,50,998,3029,6743,1626,5117,1515,301,1040,31,386,5919,334,2238,184,1671,0,3034,20182,59868,TOTAL,14007,6572,17747,1372
ODISHA,TOTAL,2006,1159,752,36,985,0,985,704,577,127,239,76,1184,3120,6567,1571,4996,1535,313,1364,16,371,6226,457,2415,247,694,12,2945,21375,61048,TOTAL,14095,6372,17753,1693
ODISHA,TOTAL,2007,1210,1105,22,939,0,939,801,660,141,247,42,1273,3073,6830,1733,5097,1983,319,1263,30,411,7478,461,2775,241,728,0,3771,19870,63442,TOTAL,16969,6743,18295,1612
ODISHA,TOTAL,2008,1250,1415,84,1113,0,1113,908,762,146,305,67,1345,3100,7419,1975,5444,2721,342,1244,26,869,7013,401,2782,282,1618,0,3535,18916,66195,TOTAL,17532,8071,19655,1612
ODISHA,TOTAL,2009,1250,1231,48,1023,0,1023,930,799,131,380,63,1488,2937,7136,2521,4615,1718,258,1137,34,413,6816,384,2697,210,2047,1,2979,20560,64829,TOTAL,15449,8184,19140,1429
ODISHA,TOTAL,2010,1308,1436,31,1025,0,1025,1016,912,104,346,117,1491,2855,7572,2627,4945,1779,322,1108,29,430,7181,388,2905,232,2067,5,3450,19366,66072,TOTAL,16598,8559,19953,1459
ODISHA,TOTAL,2011,1477,1621,51,1112,0,1112,1139,1008,131,417,84,1583,3031,8724,2986,5738,1556,250,1391,10,423,7894,465,3207,235,2320,0,3778,20509,72252,TOTAL,17954,9459,22563,1651
ODISHA,TOTAL,2012,1548,1879,54,1458,0,1458,1542,1364,178,402,99,1613,3430,9630,3210,6420,2205,317,1607,19,469,8223,525,4187,304,2638,0,3605,22203,80587,TOTAL,19497,11934,24804,1943
ODISHA,TOTAL,2014,1774,2091,56,1633,0,1600,1670,1671,197,404,123,1740,3386,11817,3644,6516,2317,366,1924,16,476,8514,540,4636,323,2928,1,4066,22069,86498,TOTAL,20991,13332,27630,2306
ODISHA,TOTAL,2015,1925,2488,60,1831,0,1689,2019,1814,221,377,142,1859,3662,13127,3944,7670,2478,369,2309,15,440,9416,653,5016,352,3155,0,4296,23068,94395,TOTAL,23147,14510,30781,2693
ODISHA,TOTAL,2016,2052,2960,63,1884,1,1828,2344,2131,232,369,165,1936,3900,14273,3860,7985,2895,384,2474,14,484,9549,739,6317,394,3549,1,4498,24793,102074,TOTAL,24640,16844,32488,2872
ODISHA,TOTAL,2017,2166,3337,62,2176,0,1837,2653,2431,244,383,200,1780,3995,15510,4211,9343,2962,403,2499,12,503,10288,861,7197,455,4114,1,5123,24281,109027,TOTAL,26975,19072,35422,2914
ODISHA,TOTAL,2018,2210,3843,66,2460,0,2101,2988,2689,286,395,248,1752,4353,15950,4737,10269,2883,450,3104,13,544,10251,941,8658,525,4214,2,5459,23982,115373,TOTAL,28113,21590,37704,3567
ODISHA,TOTAL,2019,2274,4475,63,2856,0,2443,3512,3122,335,385,264,1782,4854,17779,5096,12004,3238,460,3320,12,558,10607,999,10409,583,4224,4,5485,24737,125880,TOTAL,29997,24640,42164,3792
ODISHA,TOTAL,2020,2461,5465,68,3138,0,2938,4109,3300,349,370,311,1702,5157,19872,5875,13386,3622,482,3813,13,541,11585,1126,12122,674,4552,4,5952,25693,138680,TOTAL,33417,27854,46673,4308
ODISHA,TOTAL,2021,2677,6303,71,3495,0,3230,4592,3612,359,395,382,1722,5614,23933,5955,13989,4114,473,4122,12,601,12055,1217,15336,713,4671,4,6648,25646,151941,TOTAL,36580,32278,51990,4607
ODISHA,TOTAL,2022,3109,7565,72,3949,1,3553,5301,4370,376,380,445,1684,5821,28080,6335,16290,4587,531,4725,12,624,12205,1314,18386,782,5411,4,7104,26427,169443,TOTAL,39905,37770,59035,5268
ODISHA,TOTAL,2023,3322,8641,75,4352,1,3964,6671,5429,433,405,514,1761,6546,30180,7064,17210,4922,595,5438,12,650,12903,1372,22214,871,5747,4,7444,25849,184589,TOTAL,43031,43954,63680,6045
ODISHA,ZZ TOTAL,2013,1454,2173,39,1832,0,1832,2370,2067,303,436,126,1678,3747,10044,3538,6506,1937,417,2169,24,416,10743,395,4618,426,2792,0,4039,19843,85964,ZZ TOTAL,22612,13962,26075,2610
ODISHA,ZZ TOTAL,2014,1490,2229,37,1885,0,1758,2395,2088,334,465,133,1759,3581,9992,3999,6881,1825,454,2239,25,437,11963,407,4722,471,3093,2,4046,20340,89050,ZZ TOTAL,23882,14426,26810,2718
ODISHA,ZZ TOTAL,2015,1563,2292,42,1956,0,1848,2517,2055,343,505,143,1816,3643,10096,3913,6961,1714,468,2417,26,449,12188,402,4566,486,3169,0,4048,21521,91147,ZZ TOTAL,24205,14482,27077,2911
ODISHA,ZZ TOTAL,2016,1558,2266,39,1867,1,2059,2646,2062,354,516,145,1800,4020,10806,4187,7288,1788,469,2618,26,439,12280,415,4809,522,3218,1,4019,19502,91720,ZZ TOTAL,24232,14954,28762,3113
ODISHA,ZZ TOTAL,2017,1631,2290,39,1999,0,1956,2833,2231,373,477,160,1755,3947,10739,4115,7891,1735,497,2652,27,464,11634,444,4565,552,3031,0,3803,19354,91194,ZZ TOTAL,23575,14778,29084,3176
ODISHA,ZZ TOTAL,2018,1703,2341,42,2019,1,1955,2958,2309,385,449,182,1826,3415,9963,4144,8572,1863,473,2691,28,449,9893,468,4496,595,3080,0,3823,19930,90053,ZZ TOTAL,22152,14923,28551,3192
ODISHA,ZZ TOTAL,2019,1644,2413,43,2158,2,1981,2690,2266,402,413,196,1790,3370,10031,3844,8113,1986,495,2842,30,438,10174,482,4840,600,3434,0,3892,20449,91018,ZZ TOTAL,22792,15763,27757,3367
ODISHA,ZZ TOTAL,2020,1565,2407,45,2440,1,2019,2780,2400,409,377,198,1855,3422,10527,3785,8006,1976,495,2968,33,445,10168,474,4728,622,3742,0,3974,22997,94858,ZZ TOTAL,23049,16426,28170,3496
ODISHA,ZZ TOTAL,2021,1479,2392,47,2674,2,1786,2678,2568,365,370,218,1820,3568,11700,4049,8209,1986,506,3044,34,424,10669,496,4914,642,3705,0,4182,22398,96925,ZZ TOTAL,23925,16787,29934,3584
ODISHA,ZZ TOTAL,2022,1540,2465,47,2532,2,1930,2817,2424,345,391,235,1896,3543,12975,4274,8543,1999,529,3074,36,421,10545,494,5229,657,3573,0,4404,22471,99391,ZZ TOTAL,24026,16841,31857,3639
ODISHA,ZZ TOTAL,2023,1662,2629,46,2581,1,1780,2936,2414,373,403,257,2011,3661,12914,3845,9701,1969,522,3029,37,465,10832,522,5272,690,3315,3,4416,23855,102141,ZZ TOTAL,24657,16578,32792,3588
PUDUCHERRY,KARAIKAL,2006,2,2,1,1,0,1,5,5,0,0,0,1,18,94,36,58,41,2,7,1,10,186,1,7,4,0,0,42,347,872,KARAIKAL,276,19,207,10
PUDUCHERRY,KARAIKAL,2007,4,9,0,3,0,3,5,4,1,0,0,0,15,87,39,48,29,1,6,0,7,179,0,33,6,1,0,45,336,861,KARAIKAL,269,50,189,7
PUDUCHERRY,KARAIKAL,2008,5,6,0,1,0,1,2,1,1,0,0,0,14,71,37,34,36,0,5,0,1,176,0,25,4,2,0,44,335,801,KARAIKAL,268,34,156,5
PUDUCHERRY,KARAIKAL,2009,6,2,0,0,0,0,1,1,0,0,0,0,21,51,22,29,25,0,5,0,1,207,0,16,2,0,0,49,338,776,KARAIKAL,289,19,123,5
PUDUCHERRY,KARAIKAL,2010,4,3,0,1,0,1,2,2,0,0,0,0,21,47,22,25,31,2,13,0,1,208,0,15,5,1,0,44,364,812,KARAIKAL,291,25,115,15
PUDUCHERRY,KARAIKAL,2011,0,2,2,0,0,0,1,0,1,0,0,2,9,42,24,18,30,1,5,0,4,222,0,10,4,1,0,30,388,796,KARAIKAL,286,15,95,6
PUDUCHERRY,KARAIKAL,2012,5,6,2,6,0,6,2,2,0,0,1,3,21,81,53,28,17,1,15,1,1,186,0,2,0,1,0,44,392,876,KARAIKAL,266,17,187,17
PUDUCHERRY,KARAIKAL,2013,6,3,0,6,0,6,3,2,1,0,2,3,18,56,26,30,10,0,8,0,3,160,1,1,1,1,0,32,329,708,KARAIKAL,218,18,135,8
PUDUCHERRY,KARAIKAL,2014,5,7,2,7,2,7,3,3,0,0,2,5,20,94,64,29,16,2,18,3,3,176,0,3,1,1,0,40,396,909,KARAIKAL,253,24,214,23
PUDUCHERRY,KARAIKAL,2014,7,6,1,9,0,5,4,4,1,0,3,3,19,61,27,30,11,0,7,1,4,158,0,2,0,1,0,31,331,726,KARAIKAL,223,21,143,8
PUDUCHERRY,KARAIKAL,2015,4,8,2,7,3,8,3,5,0,3,2,7,23,105,76,28,15,3,22,1,3,159,0,4,0,0,0,40,405,936,KARAIKAL,235,27,244,26
PUDUCHERRY,KARAIKAL,2015,7,7,2,9,0,5,5,6,2,0,3,3,20,62,29,33,10,0,8,1,5,166,0,2,1,3,0,31,344,764,KARAIKAL,232,26,150,9
PUDUCHERRY,KARAIKAL,2016,4,9,2,8,3,9,4,7,0,5,3,9,24,125,90,28,14,3,27,0,4,159,1,4,0,1,0,38,455,1036,KARAIKAL,235,33,284,30
PUDUCHERRY,KARAIKAL,2016,5,7,4,7,0,6,4,6,3,0,2,5,20,68,30,35,11,0,11,2,2,151,0,1,0,3,0,33,344,760,KARAIKAL,218,23,160,13
PUDUCHERRY,KARAIKAL,2017,2,10,1,10,3,9,4,7,2,7,3,9,22,143,106,26,14,2,32,0,5,163,2,3,0,2,1,34,482,1104,KARAIKAL,236,37,316,34
PUDUCHERRY,KARAIKAL,2017,6,6,5,8,1,6,3,6,5,1,2,5,21,71,34,41,12,1,12,2,1,151,0,1,1,5,0,33,356,796,KARAIKAL,221,28,175,15
PUDUCHERRY,KARAIKAL,2018,3,11,2,9,2,11,6,10,5,6,5,11,23,151,113,26,11,2,39,1,5,170,2,2,0,2,0,33,526,1187,KARAIKAL,241,38,335,42
PUDUCHERRY,KARAIKAL,2018,8,6,6,9,3,7,5,7,6,0,2,5,22,73,37,42,13,2,12,2,1,153,0,2,3,7,1,36,364,834,KARAIKAL,231,39,181,16
PUDUCHERRY,KARAIKAL,2019,4,13,3,10,1,11,7,12,6,5,5,14,22,185,145,26,10,4,46,1,3,144,1,2,1,2,0,29,565,1277,KARAIKAL,214,40,402,51
PUDUCHERRY,KARAIKAL,2019,7,6,5,7,3,6,5,7,7,0,4,6,23,75,35,42,12,1,12,4,1,161,0,3,4,8,0,37,390,871,KARAIKAL,235,38,185,17
PUDUCHERRY,KARAIKAL,2020,3,14,4,13,3,12,10,12,6,4,6,17,21,222,171,25,9,4,56,0,3,145,1,2,0,3,1,27,595,1389,KARAIKAL,216,47,466,60
PUDUCHERRY,KARAIKAL,2020,7,5,6,6,3,7,6,8,6,1,5,4,26,73,36,46,11,1,14,5,1,159,2,2,5,8,0,40,391,884,KARAIKAL,236,41,191,20
PUDUCHERRY,KARAIKAL,2021,4,19,6,15,3,15,12,13,8,5,6,19,21,247,204,26,8,4,67,0,4,133,0,1,0,6,0,30,610,1486,KARAIKAL,215,53,528,71
PUDUCHERRY,KARAIKAL,2021,5,5,6,7,5,7,7,6,6,1,6,5,26,72,38,47,8,0,13,7,1,161,3,3,5,8,0,40,412,910,KARAIKAL,235,44,195,20
PUDUCHERRY,KARAIKAL,2022,3,22,7,17,4,17,15,14,9,5,6,21,22,279,240,26,8,4,78,2,5,134,0,2,1,7,0,25,643,1616,KARAIKAL,216,62,599,84
PUDUCHERRY,KARAIKAL,2022,6,6,6,9,5,8,5,7,6,1,6,4,27,70,38,48,8,1,11,8,0,156,3,2,5,8,0,41,411,906,KARAIKAL,235,47,194,20
PUDUCHERRY,KARAIKAL,2023,4,26,7,20,5,19,17,17,10,6,7,24,21,321,271,24,7,3,93,2,5,126,0,1,2,8,2,25,705,1778,KARAIKAL,215,74,674,98
PUDUCHERRY,KARAIKAL,2023,7,6,6,8,5,9,5,8,7,2,5,4,25,60,38,51,7,0,12,8,0,167,2,2,7,8,0,40,421,920,KARAIKAL,243,49,185,20
PUDUCHERRY,PONDICHERRY,2001,25,32,1,9,0,9,4,3,1,1,0,4,111,528,284,244,100,5,23,3,31,635,1,35,27,3,0,166,2324,4609,PONDICHERRY,969,87,1172,31
PUDUCHERRY,PONDICHERRY,2002,29,43,2,6,0,6,10,6,4,2,0,6,129,526,258,268,193,11,31,3,22,1093,5,59,26,9,0,190,2042,4979,PONDICHERRY,1561,117,1189,45
PUDUCHERRY,PONDICHERRY,2003,29,32,0,2,0,2,18,13,5,2,0,11,126,567,295,272,159,12,32,1,18,1053,1,56,27,4,0,182,2185,5104,PONDICHERRY,1458,105,1273,45
PUDUCHERRY,PONDICHERRY,2004,25,18,14,4,0,4,10,8,2,0,0,1,86,634,322,312,147,7,35,2,9,974,6,50,30,2,0,176,2390,5268,PONDICHERRY,1364,104,1355,44
PUDUCHERRY,PONDICHERRY,2005,19,24,8,6,0,6,6,3,3,1,0,5,67,466,235,231,159,8,41,0,9,857,4,60,26,6,0,224,2579,5053,PONDICHERRY,1301,111,1005,49
PUDUCHERRY,PONDICHERRY,2006,28,22,2,8,0,8,13,8,5,2,0,2,66,466,284,182,153,4,29,1,12,741,2,49,35,19,0,167,2094,4402,PONDICHERRY,1123,129,1002,34
PUDUCHERRY,PONDICHERRY,2007,30,33,2,6,0,6,15,10,5,1,2,8,71,700,459,241,116,5,39,1,11,725,2,56,26,16,0,222,2201,5009,PONDICHERRY,1136,122,1482,45
PUDUCHERRY,PONDICHERRY,2014,31,37,1,6,0,8,16,12,5,1,4,10,64,739,489,225,111,3,37,2,14,640,2,61,25,16,0,235,1995,4789,PONDICHERRY,1063,130,1532,42
PUDUCHERRY,PONDICHERRY,2015,34,43,0,7,0,9,18,13,6,0,4,13,62,715,524,224,110,2,40,2,16,559,4,64,26,19,1,247,2051,4813,PONDICHERRY,1004,143,1542,44
PUDUCHERRY,PONDICHERRY,2016,33,51,0,8,0,10,21,14,6,0,4,15,64,685,599,216,109,0,40,2,16,537,3,69,26,22,3,268,1937,4758,PONDICHERRY,1009,155,1583,42
PUDUCHERRY,PONDICHERRY,2017,37,63,0,8,0,11,25,15,7,1,5,17,62,663,761,220,105,0,41,3,17,489,3,69,26,27,2,296,2034,5007,PONDICHERRY,1001,161,1729,44
PUDUCHERRY,PONDICHERRY,2018,39,78,1,10,1,10,27,17,7,0,5,19,56,685,900,215,89,0,42,2,19,424,2,75,25,30,2,295,1707,4782,PONDICHERRY,938,172,1880,44
PUDUCHERRY,PONDICHERRY,2019,40,86,0,10,1,12,32,17,9,1,7,22,50,718,943,201,80,0,44,1,20,370,1,80,24,34,2,285,1717,4807,PONDICHERRY,872,181,1942,45
PUDUCHERRY,PONDICHERRY,2020,47,106,1,12,0,14,39,19,11,0,8,25,49,777,1140,173,74,2,43,2,23,336,2,84,23,43,0,301,1666,5020,PONDICHERRY,879,197,2172,47
PUDUCHERRY,PONDICHERRY,2021,47,117,2,13,0,18,46,22,14,0,10,29,48,771,1259,154,75,1,48,2,22,288,1,88,21,51,0,318,1572,5037,PONDICHERRY,861,214,2271,51
PUDUCHERRY,PONDICHERRY,2022,48,136,1,15,0,19,56,21,16,0,14,32,44,761,1315,134,72,1,48,1,27,286,0,94,21,62,1,351,1650,5226,PONDICHERRY,909,233,2300,50
PUDUCHERRY,PONDICHERRY,2023,48,160,3,18,1,22,63,22,17,0,17,40,39,819,1578,120,68,0,50,0,28,258,1,101,22,70,3,368,1527,5463,PONDICHERRY,924,260,2613,50
PUDUCHERRY,PUDUCHERRY,2008,30,29,3,7,0,7,15,8,7,10,3,10,76,617,406,211,129,13,48,2,8,697,2,40,17,10,0,163,2333,4901,PUDUCHERRY,1060,91,1333,63
PUDUCHERRY,PUDUCHERRY,2009,31,23,5,1,0,1,17,12,5,7,5,9,50,660,480,180,116,7,42,5,10,694,0,37,14,10,0,184,1940,4545,PUDUCHERRY,1054,75,1391,54
PUDUCHERRY,PUDUCHERRY,2010,29,16,16,2,0,2,15,12,3,2,10,5,51,487,362,125,100,10,64,3,9,598,1,31,17,6,0,198,1503,3677,PUDUCHERRY,960,71,1042,77
PUDUCHERRY,PUDUCHERRY,2011,32,20,10,7,0,7,11,9,2,5,10,9,56,665,487,178,95,8,49,4,6,631,1,25,12,9,0,213,1731,4292,PUDUCHERRY,1009,70,1410,61
PUDUCHERRY,PUDUCHERRY,2012,24,21,10,7,0,7,17,14,3,5,14,13,56,577,409,168,109,8,75,5,20,632,0,7,2,5,0,219,1668,4095,PUDUCHERRY,1022,42,1242,88
PUDUCHERRY,PUDUCHERRY,2013,25,8,2,11,0,11,38,23,15,1,6,7,53,538,360,178,75,14,67,5,13,555,0,11,7,7,0,206,1464,3700,PUDUCHERRY,882,70,1143,86
PUDUCHERRY,PUDUCHERRY,2014,20,23,11,9,0,9,17,15,4,4,15,14,59,498,400,154,118,7,83,5,22,665,1,8,1,5,0,227,1656,4050,PUDUCHERRY,1074,48,1144,95
PUDUCHERRY,PUDUCHERRY,2014,25,10,2,10,0,12,36,24,15,0,8,6,59,567,363,180,76,15,63,6,13,614,0,11,8,6,0,212,1514,3855,PUDUCHERRY,949,71,1183,84
PUDUCHERRY,PUDUCHERRY,2015,18,21,13,10,0,11,17,16,5,3,17,17,64,485,371,162,115,9,97,6,27,674,1,6,2,4,1,236,1368,3776,PUDUCHERRY,1088,51,1119,112
PUDUCHERRY,PUDUCHERRY,2015,27,12,3,11,2,11,35,26,16,0,7,6,57,582,366,173,78,16,63,8,16,640,0,10,10,5,0,223,1625,4028,PUDUCHERRY,994,75,1191,87
PUDUCHERRY,PUDUCHERRY,2016,19,22,15,12,0,12,17,18,5,3,21,19,64,463,352,155,121,8,114,6,31,624,1,6,2,4,0,251,1275,3640,PUDUCHERRY,1065,55,1077,128
PUDUCHERRY,PUDUCHERRY,2016,29,13,5,12,3,12,37,28,17,3,9,4,61,586,374,173,76,18,61,9,17,668,3,10,9,6,0,209,1647,4099,PUDUCHERRY,1015,83,1210,88
PUDUCHERRY,PUDUCHERRY,2017,17,23,17,15,0,14,15,18,4,3,23,19,60,465,320,152,122,9,131,7,34,597,1,5,1,3,0,265,1166,3506,PUDUCHERRY,1057,57,1042,147
PUDUCHERRY,PUDUCHERRY,2017,27,14,5,13,2,12,38,29,16,3,10,5,61,595,364,180,79,19,58,11,17,715,1,11,9,6,0,202,1588,4090,PUDUCHERRY,1056,83,1218,88
PUDUCHERRY,PUDUCHERRY,2018,17,22,18,16,0,14,16,17,3,3,26,23,68,439,317,139,124,9,153,8,41,586,1,6,1,4,1,263,1259,3594,PUDUCHERRY,1047,60,1015,170
PUDUCHERRY,PUDUCHERRY,2018,26,13,6,15,2,14,36,33,16,4,10,5,62,571,382,187,80,18,57,13,17,694,0,13,9,7,0,222,1690,4202,PUDUCHERRY,1056,93,1221,88
PUDUCHERRY,PUDUCHERRY,2019,15,23,24,19,0,18,18,20,1,2,28,24,70,431,303,131,122,9,177,8,48,575,1,6,0,6,1,279,1136,3495,PUDUCHERRY,1058,71,989,194
PUDUCHERRY,PUDUCHERRY,2019,27,12,7,16,2,13,37,36,17,5,10,5,65,582,432,194,88,18,58,12,17,710,1,12,9,7,0,222,1703,4317,PUDUCHERRY,1083,96,1293,88
PUDUCHERRY,PUDUCHERRY,2020,14,22,26,22,1,21,18,21,1,2,36,30,65,376,273,129,122,10,220,8,58,541,1,6,0,7,0,305,1112,3447,PUDUCHERRY,1053,79,911,238
PUDUCHERRY,PUDUCHERRY,2020,27,12,6,17,3,13,36,36,18,8,9,3,67,603,446,200,99,18,58,12,18,723,0,13,8,6,0,256,1712,4427,PUDUCHERRY,1140,96,1336,88
PUDUCHERRY,PUDUCHERRY,2021,14,21,30,26,0,23,17,21,1,1,39,33,69,382,263,131,124,10,259,8,68,504,2,5,0,6,0,317,1229,3603,PUDUCHERRY,1038,83,918,277
PUDUCHERRY,PUDUCHERRY,2021,28,13,5,18,3,15,35,41,18,9,9,4,58,672,437,211,102,17,65,12,17,775,0,14,9,6,0,264,1615,4472,PUDUCHERRY,1205,106,1400,94
PUDUCHERRY,PUDUCHERRY,2022,15,21,36,30,0,25,19,22,2,2,47,38,71,374,256,139,117,9,310,9,83,467,3,3,0,5,0,330,1161,3594,PUDUCHERRY,1019,88,927,328
PUDUCHERRY,PUDUCHERRY,2022,32,12,5,18,2,15,34,44,19,10,8,4,59,673,435,217,115,18,72,13,18,755,0,14,9,6,0,267,1598,4472,PUDUCHERRY,1204,108,1406,103
PUDUCHERRY,PUDUCHERRY,2023,14,20,42,33,0,29,19,26,2,3,53,42,70,379,236,137,119,11,357,9,97,461,2,4,1,4,0,330,1051,3551,PUDUCHERRY,1021,99,920,377
PUDUCHERRY,PUDUCHERRY,2023,30,11,4,18,0,15,39,53,18,9,10,3,56,729,405,219,122,17,77,13,19,725,1,15,11,5,0,281,1698,4603,PUDUCHERRY,1192,118,1431,107
PUDUCHERRY,TOTAL,2001,25,32,1,9,0,9,4,3,1,1,0,4,111,528,284,244,100,5,23,3,31,635,1,35,27,3,0,166,2324,4609,TOTAL,969,87,1172,31
PUDUCHERRY,TOTAL,2002,29,43,2,6,0,6,10,6,4,2,0,6,129,526,258,268,193,11,31,3,22,1093,5,59,26,9,0,190,2042,4979,TOTAL,1561,117,1189,45
PUDUCHERRY,TOTAL,2003,29,32,0,2,0,2,18,13,5,2,0,11,126,567,295,272,159,12,32,1,18,1053,1,56,27,4,0,182,2185,5104,TOTAL,1458,105,1273,45
PUDUCHERRY,TOTAL,2004,25,18,14,4,0,4,10,8,2,0,0,1,86,634,322,312,147,7,35,2,9,974,6,50,30,2,0,176,2390,5268,TOTAL,1364,104,1355,44
PUDUCHERRY,TOTAL,2005,19,24,8,6,0,6,6,3,3,1,0,5,67,466,235,231,159,8,41,0,9,857,4,60,26,6,0,224,2579,5053,TOTAL,1301,111,1005,49
PUDUCHERRY,TOTAL,2006,30,24,3,9,0,9,18,13,5,2,0,3,84,560,320,240,194,6,36,2,22,927,3,56,39,19,0,209,2441,5274,TOTAL,1399,148,1209,44
PUDUCHERRY,TOTAL,2007,34,42,2,9,0,9,20,14,6,1,2,8,86,787,498,289,145,6,45,1,18,904,2,89,32,17,0,267,2537,5870,TOTAL,1405,172,1671,52
PUDUCHERRY,TOTAL,2008,35,35,3,8,0,8,17,9,8,10,3,10,90,688,443,245,165,13,53,2,9,873,2,65,21,12,0,207,2668,5702,TOTAL,1328,125,1489,68
PUDUCHERRY,TOTAL,2009,37,25,5,1,0,1,18,13,5,7,5,9,71,711,502,209,141,7,47,5,11,901,0,53,16,10,0,233,2278,5321,TOTAL,1343,94,1514,59
PUDUCHERRY,TOTAL,2010,33,19,16,3,0,3,17,14,3,2,10,5,72,534,384,150,131,12,77,3,10,806,1,46,22,7,0,242,1867,4489,TOTAL,1251,96,1157,92
PUDUCHERRY,TOTAL,2011,32,22,12,7,0,7,12,9,3,5,10,11,65,707,511,196,125,9,54,4,10,853,1,35,16,10,0,243,2119,5088,TOTAL,1295,85,1505,67
PUDUCHERRY,TOTAL,2012,29,27,12,13,0,13,19,16,3,5,15,16,77,658,462,196,126,9,90,6,21,818,0,9,2,6,0,263,2060,4971,TOTAL,1288,59,1429,105
PUDUCHERRY,TOTAL,2014,25,28,13,15,0,17,21,16,2,5,16,17,78,582,410,222,130,12,103,5,26,817,0,7,1,6,0,276,2097,4947,TOTAL,1304,62,1330,120
PUDUCHERRY,TOTAL,2015,23,29,15,19,0,19,22,20,3,3,18,20,81,556,405,211,120,11,118,3,31,823,0,6,1,5,1,274,1938,4775,TOTAL,1303,71,1294,132
PUDUCHERRY,TOTAL,2016,22,31,19,22,0,23,20,21,3,2,20,24,77,545,378,206,119,14,130,3,39,764,0,7,0,4,0,280,2073,4846,TOTAL,1257,77,1252,147
PUDUCHERRY,TOTAL,2017,19,31,22,25,1,27,20,23,3,1,23,25,73,558,394,205,114,13,152,2,49,775,0,7,0,5,0,297,1991,4855,TOTAL,1283,88,1279,167
PUDUCHERRY,TOTAL,2018,18,29,25,28,1,29,20,26,3,2,27,27,72,564,372,199,101,15,164,2,57,671,0,5,1,3,0,288,2111,4860,TOTAL,1160,93,1263,181
PUDUCHERRY,TOTAL,2019,15,33,29,34,2,33,21,26,3,2,32,31,73,595,335,197,97,16,187,3,67,652,0,4,1,3,0,293,2139,4923,TOTAL,1153,103,1265,206
PUDUCHERRY,TOTAL,2020,13,35,33,36,3,37,23,29,2,5,39,37,78,520,322,175,97,18,235,2,83,694,2,3,1,2,0,324,2200,5048,TOTAL,1234,113,1176,255
PUDUCHERRY,TOTAL,2021,14,33,37,40,2,43,22,32,2,3,43,41,82,537,313,171,92,20,271,3,95,656,3,2,1,1,2,330,2030,4921,TOTAL,1205,126,1190,294
