state_ut,district,year,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total,total_ipc_crimes
UTTAR PRADESH,MAINPURI,2006,548,139,407,110,1852
UTTAR PRADESH,MAINPURI,2007,601,224,679,176,2566
UTTAR PRADESH,MAINPURI,2008,669,190,589,193,2540
UTTAR PRADESH,MAINPURI,2009,632,220,522,69,2100
UTTAR PRADESH,MAINPURI,2010,689,177,309,72,1867
UTTAR PRADESH,MAINPURI,2011,722,296,658,106,2624
UTTAR PRADESH,MAINPURI,2012,719,318,941,100,2958
UTTAR PRADESH,MAINPURI,2013,754,406,952,121,3021
UTTAR PRADESH,MAINPURI,2014,734,358,1101,106,3273
UTTAR PRADESH,MAINPURI,2014,779,412,971,127,3089
UTTAR PRADESH,MAINPURI,2015,778,411,1291,111,3718
UTTAR PRADESH,MAINPURI,2015,801,437,1024,129,3210
UTTAR PRADESH,MAINPURI,2016,818,465,1454,125,4123
UTTAR PRADESH,MAINPURI,2016,801,448,1039,134,3270
UTTAR PRADESH,MAINPURI,2017,870,511,1735,150,4671
UTTAR PRADESH,MAINPURI,2017,817,452,1011,141,3322
UTTAR PRADESH,MAINPURI,2018,905,578,1995,167,5190
UTTAR PRADESH,MAINPURI,2018,822,472,1013,145,3382
UTTAR PRADESH,MAINPURI,2019,969,681,2355,176,5856
UTTAR PRADESH,MAINPURI,2019,836,495,1009,151,3393
UTTAR PRADESH,MAINPURI,2020,1042,789,2743,197,6660
UTTAR PRADESH,MAINPURI,2020,853,501,991,161,3505
UTTAR PRADESH,MAINPURI,2021,1089,918,3122,227,7426
UTTAR PRADESH,MAINPURI,2021,873,539,1001,172,3572
UTTAR PRADESH,MAINPURI,2022,1149,1109,3486,275,8413
UTTAR PRADESH,MAINPURI,2022,865,545,1034,184,3569
UTTAR PRADESH,MAINPURI,2023,1231,1256,4031,304,9496
UTTAR PRADESH,MAINPURI,2023,897,556,1074,187,3729
UTTAR PRADESH,MATHURA,2001,859,279,970,196,3449
UTTAR PRADESH,MATHURA,2002,774,272,901,180,3051
UTTAR PRADESH,MATHURA,2003,557,198,697,87,1865
UTTAR PRADESH,MATHURA,2004,674,228,887,149,2673
UTTAR PRADESH,MATHURA,2005,805,271,1059,201,3068
UTTAR PRADESH,MATHURA,2006,866,359,1351,277,3831
UTTAR PRADESH,MATHURA,2007,869,505,1361,496,4685
UTTAR PRADESH,MATHURA,2008,1234,492,1427,352,4670
UTTAR PRADESH,MATHURA,2009,828,405,1273,426,4677
UTTAR PRADESH,MATHURA,2010,962,424,1395,358,5068
UTTAR PRADESH,MATHURA,2011,1111,539,1631,359,5462
UTTAR PRADESH,MATHURA,2012,1045,550,1831,309,5474
UTTAR PRADESH,MATHURA,2013,1159,583,2259,296,5647
UTTAR PRADESH,MATHURA,2014,1131,606,2021,298,5777
UTTAR PRADESH,MATHURA,2014,1157,605,2276,314,5786
UTTAR PRADESH,MATHURA,2015,1228,675,2239,269,6005
UTTAR PRADESH,MATHURA,2015,1224,623,2375,308,5999
UTTAR PRADESH,MATHURA,2016,1329,748,2538,234,6518
UTTAR PRADESH,MATHURA,2016,1220,638,2358,289,5953
UTTAR PRADESH,MATHURA,2017,1484,864,2901,221,7243
UTTAR PRADESH,MATHURA,2017,1276,668,2430,300,6169
UTTAR PRADESH,MATHURA,2018,1648,964,3168,203,7743
UTTAR PRADESH,MATHURA,2018,1322,670,2548,288,6425
UTTAR PRADESH,MATHURA,2019,1780,1097,3468,177,8258
UTTAR PRADESH,MATHURA,2019,1330,685,2526,281,6407
UTTAR PRADESH,MATHURA,2020,2000,1208,3788,160,8884
UTTAR PRADESH,MATHURA,2020,1317,661,2637,282,6570
UTTAR PRADESH,MATHURA,2021,2148,1384,4199,142,9785
UTTAR PRADESH,MATHURA,2021,1351,666,2685,286,6551
UTTAR PRADESH,MATHURA,2022,2396,1554,4955,122,10861
UTTAR PRADESH,MATHURA,2022,1328,678,2765,294,6712
UTTAR PRADESH,MATHURA,2023,2689,1739,5892,103,12294
UTTAR PRADESH,MATHURA,2023,1346,694,2951,308,7022
UTTAR PRADESH,MAU,2001,463,174,344,63,1495
UTTAR PRADESH,MAU,2002,403,151,243,49,1233
UTTAR PRADESH,MAU,2003,253,118,232,49,826
UTTAR PRADESH,MAU,2004,357,87,264,30,892
UTTAR PRADESH,MAU,2005,340,112,223,55,874
UTTAR PRADESH,MAU,2006,333,111,305,74,1049
UTTAR PRADESH,MAU,2007,334,144,262,87,1049
UTTAR PRADESH,MAU,2008,396,241,325,122,1313
UTTAR PRADESH,MAU,2009,429,199,327,79,1228
UTTAR PRADESH,MAU,2010,388,157,289,60,1241
UTTAR PRADESH,MAU,2011,495,200,431,72,1525
UTTAR PRADESH,MAU,2012,549,233,498,179,1824
UTTAR PRADESH,MAU,2013,585,305,576,133,1866
UTTAR PRADESH,MAU,2014,621,259,533,195,2026
UTTAR PRADESH,MAU,2014,607,306,611,142,1947
UTTAR PRADESH,MAU,2015,682,291,599,227,2312
UTTAR PRADESH,MAU,2015,600,315,627,149,1997
UTTAR PRADESH,MAU,2016,718,330,662,266,2582
UTTAR PRADESH,MAU,2016,622,322,646,159,2041
UTTAR PRADESH,MAU,2017,788,373,746,323,2959
UTTAR PRADESH,MAU,2017,638,336,646,157,2081
UTTAR PRADESH,MAU,2018,877,437,799,395,3422
UTTAR PRADESH,MAU,2018,639,351,675,164,2136
UTTAR PRADESH,MAU,2019,971,458,961,429,3921
UTTAR PRADESH,MAU,2019,657,350,688,160,2182
UTTAR PRADESH,MAU,2020,1091,529,1043,476,4392
UTTAR PRADESH,MAU,2020,665,350,723,160,2234
UTTAR PRADESH,MAU,2021,1295,616,1175,537,5111
UTTAR PRADESH,MAU,2021,710,367,729,167,2334
UTTAR PRADESH,MAU,2022,1455,689,1314,605,5798
UTTAR PRADESH,MAU,2022,738,387,782,176,2441
UTTAR PRADESH,MAU,2023,1603,793,1461,647,6548
UTTAR PRADESH,MAU,2023,744,378,798,191,2460
UTTAR PRADESH,MEERUT,2001,1095,604,2917,296,6767
UTTAR PRADESH,MEERUT,2002,842,516,2031,244,5037
UTTAR PRADESH,MEERUT,2003,761,561,1597,163,3495
UTTAR PRADESH,MEERUT,2004,876,656,2705,215,5660
UTTAR PRADESH,MEERUT,2005,899,695,2399,256,5561
UTTAR PRADESH,MEERUT,2006,889,591,2249,285,5220
UTTAR PRADESH,MEERUT,2007,1012,856,1969,470,5453
UTTAR PRADESH,MEERUT,2008,922,824,2169,442,6218
UTTAR PRADESH,MEERUT,2009,993,805,2662,392,6832
UTTAR PRADESH,MEERUT,2010,1141,753,4300,497,8960
UTTAR PRADESH,MEERUT,2011,1183,964,5382,548,10454
UTTAR PRADESH,MEERUT,2012,1259,942,5350,559,10719
UTTAR PRADESH,MEERUT,2013,1285,1028,6106,481,11566
UTTAR PRADESH,MEERUT,2014,1356,1029,6484,640,12164
UTTAR PRADESH,MEERUT,2014,1252,1034,6272,486,11825
UTTAR PRADESH,MEERUT,2015,1499,1119,7550,773,13898
UTTAR PRADESH,MEERUT,2015,1284,1068,6605,485,12222
UTTAR PRADESH,MEERUT,2016,1622,1200,8671,878,16010
UTTAR PRADESH,MEERUT,2016,1269,1105,6576,544,12188
UTTAR PRADESH,MEERUT,2017,1852,1306,10020,986,17778
UTTAR PRADESH,MEERUT,2017,1256,1153,6724,625,12530
UTTAR PRADESH,MEERUT,2018,2019,1398,11307,1186,20210
UTTAR PRADESH,MEERUT,2018,1315,1151,7173,665,13220
UTTAR PRADESH,MEERUT,2019,2268,1611,12545,1406,22476
UTTAR PRADESH,MEERUT,2019,1361,1140,7359,738,13437
UTTAR PRADESH,MEERUT,2020,2413,1780,14770,1542,25264
UTTAR PRADESH,MEERUT,2020,1322,1146,7559,709,13735
UTTAR PRADESH,MEERUT,2021,2630,1948,16665,1669,28105
UTTAR PRADESH,MEERUT,2021,1331,1154,7988,676,14420
UTTAR PRADESH,MEERUT,2022,2931,2201,19553,1922,32000
UTTAR PRADESH,MEERUT,2022,1345,1251,7967,688,14845
UTTAR PRADESH,MEERUT,2023,3273,2435,22587,2209,36556
UTTAR PRADESH,MEERUT,2023,1404,1298,8129,720,15126
UTTAR PRADESH,MIRZAPUR,2001,495,137,416,50,1372
UTTAR PRADESH,MIRZAPUR,2002,396,91,271,43,1034
UTTAR PRADESH,MIRZAPUR,2003,162,48,198,25,629
UTTAR PRADESH,MIRZAPUR,2004,424,106,232,49,983
UTTAR PRADESH,MIRZAPUR,2005,430,96,314,52,1032
UTTAR PRADESH,MIRZAPUR,2006,372,133,254,46,947
UTTAR PRADESH,MIRZAPUR,2007,253,119,243,72,911
UTTAR PRADESH,MIRZAPUR,2008,349,236,420,125,1509
UTTAR PRADESH,MIRZAPUR,2009,282,244,287,110,1341
UTTAR PRADESH,MIRZAPUR,2010,165,173,183,123,1295
UTTAR PRADESH,MIRZAPUR,2011,265,68,152,85,1085
UTTAR PRADESH,MIRZAPUR,2012,227,70,107,71,827
UTTAR PRADESH,MIRZAPUR,2013,223,72,106,114,842
UTTAR PRADESH,MIRZAPUR,2014,235,70,100,61,800
UTTAR PRADESH,MIRZAPUR,2014,230,75,113,115,864
UTTAR PRADESH,MIRZAPUR,2015,235,64,96,57,764
UTTAR PRADESH,MIRZAPUR,2015,245,76,122,121,909
UTTAR PRADESH,MIRZAPUR,2016,238,67,95,54,741
UTTAR PRADESH,MIRZAPUR,2016,253,85,125,123,937
UTTAR PRADESH,MIRZAPUR,2017,234,66,88,52,698
UTTAR PRADESH,MIRZAPUR,2017,274,89,121,131,970
UTTAR PRADESH,MIRZAPUR,2018,239,70,79,47,679
UTTAR PRADESH,MIRZAPUR,2018,277,99,131,129,959
UTTAR PRADESH,MIRZAPUR,2019,228,73,72,46,666
UTTAR PRADESH,MIRZAPUR,2019,271,103,133,137,962
UTTAR PRADESH,MIRZAPUR,2020,221,76,69,43,644
UTTAR PRADESH,MIRZAPUR,2020,284,104,136,127,969
UTTAR PRADESH,MIRZAPUR,2021,225,79,65,38,635
UTTAR PRADESH,MIRZAPUR,2021,300,110,145,133,1008
UTTAR PRADESH,MIRZAPUR,2022,216,83,60,35,618
UTTAR PRADESH,MIRZAPUR,2022,311,120,151,135,1031
UTTAR PRADESH,MIRZAPUR,2023,214,86,59,32,607
UTTAR PRADESH,MIRZAPUR,2023,314,121,150,141,1044
UTTAR PRADESH,MORADABAD,2001,1072,576,1495,146,4198
UTTAR PRADESH,MORADABAD,2002,699,468,1238,152,3483
UTTAR PRADESH,MORADABAD,2003,494,448,797,135,2456
UTTAR PRADESH,MORADABAD,2004,723,681,1305,213,4346
UTTAR PRADESH,MORADABAD,2005,799,669,1334,182,4223
UTTAR PRADESH,MORADABAD,2006,696,648,1263,171,4354
UTTAR PRADESH,MORADABAD,2007,726,657,1354,263,5088
UTTAR PRADESH,MORADABAD,2008,777,721,1801,333,6130
UTTAR PRADESH,MORADABAD,2009,743,717,1498,261,4936
UTTAR PRADESH,MORADABAD,2010,909,701,1944,279,5501
UTTAR PRADESH,MORADABAD,2011,683,572,1990,229,4723
UTTAR PRADESH,MORADABAD,2012,655,570,1904,196,4692
UTTAR PRADESH,MORADABAD,2013,578,794,1603,274,4718
UTTAR PRADESH,MORADABAD,2014,654,538,2028,190,4659
UTTAR PRADESH,MORADABAD,2014,573,781,1663,276,4880
UTTAR PRADESH,MORADABAD,2015,631,519,2189,172,4654
UTTAR PRADESH,MORADABAD,2015,592,789,1742,272,4985
UTTAR PRADESH,MORADABAD,2016,668,504,2359,168,4689
UTTAR PRADESH,MORADABAD,2016,604,808,1738,277,4964
UTTAR PRADESH,MORADABAD,2017,690,490,2639,164,4830
UTTAR PRADESH,MORADABAD,2017,633,837,1781,295,5000
UTTAR PRADESH,MORADABAD,2018,699,491,3041,158,5129
UTTAR PRADESH,MORADABAD,2018,642,827,1808,302,5015
UTTAR PRADESH,MORADABAD,2019,765,498,3269,140,5361
UTTAR PRADESH,MORADABAD,2019,663,837,1798,309,5106
UTTAR PRADESH,MORADABAD,2020,801,492,3665,124,5766
UTTAR PRADESH,MORADABAD,2020,660,868,1863,312,5198
UTTAR PRADESH,MORADABAD,2021,905,478,4166,119,6302
UTTAR PRADESH,MORADABAD,2021,664,847,1822,309,5165
UTTAR PRADESH,MORADABAD,2022,976,490,4756,113,6868
UTTAR PRADESH,MORADABAD,2022,705,850,1818,310,5153
UTTAR PRADESH,MORADABAD,2023,1120,467,5174,99,7351
UTTAR PRADESH,MORADABAD,2023,711,885,1932,308,5310
UTTAR PRADESH,MUZAFFARNAGAR,2001,1081,548,1637,178,4875
UTTAR PRADESH,MUZAFFARNAGAR,2002,796,384,1223,132,3818
UTTAR PRADESH,MUZAFFARNAGAR,2003,555,430,858,67,2937
UTTAR PRADESH,MUZAFFARNAGAR,2004,717,380,1325,138,3590
UTTAR PRADESH,MUZAFFARNAGAR,2005,625,475,1453,174,3962
UTTAR PRADESH,MUZAFFARNAGAR,2006,654,498,1442,168,4107
UTTAR PRADESH,MUZAFFARNAGAR,2007,757,613,1242,276,4443
UTTAR PRADESH,MUZAFFARNAGAR,2008,786,591,1407,287,4680
UTTAR PRADESH,MUZAFFARNAGAR,2009,942,771,1286,277,4888
UTTAR PRADESH,MUZAFFARNAGAR,2010,1026,675,1368,441,5705
UTTAR PRADESH,MUZAFFARNAGAR,2011,728,482,1153,335,4844
UTTAR PRADESH,MUZAFFARNAGAR,2012,647,510,1331,249,4553
UTTAR PRADESH,MUZAFFARNAGAR,2013,1024,732,1924,280,5521
UTTAR PRADESH,MUZAFFARNAGAR,2014,573,529,1341,251,4614
UTTAR PRADESH,MUZAFFARNAGAR,2014,1077,774,2014,284,5642
UTTAR PRADESH,MUZAFFARNAGAR,2015,519,504,1409,245,4779
UTTAR PRADESH,MUZAFFARNAGAR,2015,1144,816,2057,284,5830
UTTAR PRADESH,MUZAFFARNAGAR,2016,476,485,1450,239,4901
UTTAR PRADESH,MUZAFFARNAGAR,2016,1148,847,2121,290,5921
UTTAR PRADESH,MUZAFFARNAGAR,2017,421,456,1406,235,4800
UTTAR PRADESH,MUZAFFARNAGAR,2017,1181,865,2135,311,6165
UTTAR PRADESH,MUZAFFARNAGAR,2018,389,462,1465,225,4924
UTTAR PRADESH,MUZAFFARNAGAR,2018,1227,900,2204,323,6381
UTTAR PRADESH,MUZAFFARNAGAR,2019,362,490,1569,222,5033
UTTAR PRADESH,MUZAFFARNAGAR,2019,1257,956,2340,338,6637
UTTAR PRADESH,MUZAFFARNAGAR,2020,353,496,1569,219,5082
UTTAR PRADESH,MUZAFFARNAGAR,2020,1310,1011,2436,351,6938
UTTAR PRADESH,MUZAFFARNAGAR,2021,337,511,1681,233,5276
UTTAR PRADESH,MUZAFFARNAGAR,2021,1321,1043,2445,367,7184
UTTAR PRADESH,MUZAFFARNAGAR,2022,328,534,1778,227,5586
UTTAR PRADESH,MUZAFFARNAGAR,2022,1359,1051,2572,374,7357
UTTAR PRADESH,MUZAFFARNAGAR,2023,300,547,1755,227,5568
UTTAR PRADESH,MUZAFFARNAGAR,2023,1384,1083,2595,371,7481
UTTAR PRADESH,PANCHSHIL NAGAR,2011,446,226,826,166,2530
UTTAR PRADESH,PANCHSHIL NAGAR,2012,432,176,802,118,2211
UTTAR PRADESH,PANCHSHIL NAGAR,2014,416,169,800,109,2129
UTTAR PRADESH,PANCHSHIL NAGAR,2015,406,156,859,114,2060
UTTAR PRADESH,PANCHSHIL NAGAR,2016,401,146,853,112,1991
UTTAR PRADESH,PANCHSHIL NAGAR,2017,395,143,934,112,2027
UTTAR PRADESH,PANCHSHIL NAGAR,2018,400,138,975,118,2040
UTTAR PRADESH,PANCHSHIL NAGAR,2019,390,133,1057,129,2084
UTTAR PRADESH,PANCHSHIL NAGAR,2020,394,126,1193,136,2185
UTTAR PRADESH,PANCHSHIL NAGAR,2021,425,129,1336,155,2349
UTTAR PRADESH,PANCHSHIL NAGAR,2022,439,130,1386,167,2378
UTTAR PRADESH,PANCHSHIL NAGAR,2023,478,137,1494,177,2505
UTTAR PRADESH,PILIBHIT,2001,622,484,559,110,2561
UTTAR PRADESH,PILIBHIT,2002,391,341,475,110,2178
UTTAR PRADESH,PILIBHIT,2003,242,221,318,40,1370
UTTAR PRADESH,PILIBHIT,2004,287,368,403,104,1884
UTTAR PRADESH,PILIBHIT,2005,236,167,226,85,1388
UTTAR PRADESH,PILIBHIT,2006,163,183,153,106,1610
UTTAR PRADESH,PILIBHIT,2007,190,189,188,185,1804
UTTAR PRADESH,PILIBHIT,2008,315,676,389,208,2786
UTTAR PRADESH,PILIBHIT,2009,210,351,212,105,2001
UTTAR PRADESH,PILIBHIT,2010,222,254,215,181,2161
UTTAR PRADESH,PILIBHIT,2011,257,225,235,203,2819
UTTAR PRADESH,PILIBHIT,2012,208,201,191,176,2454
UTTAR PRADESH,PILIBHIT,2013,433,378,270,192,3042
UTTAR PRADESH,PILIBHIT,2014,211,194,188,198,2683
UTTAR PRADESH,PILIBHIT,2014,436,393,280,200,3127
UTTAR PRADESH,PILIBHIT,2015,217,196,190,219,3036
UTTAR PRADESH,PILIBHIT,2015,468,411,289,209,3108
UTTAR PRADESH,PILIBHIT,2016,216,195,185,262,3598
UTTAR PRADESH,PILIBHIT,2016,473,415,293,222,3191
UTTAR PRADESH,PILIBHIT,2017,223,196,185,299,4066
UTTAR PRADESH,PILIBHIT,2017,498,443,310,223,3203
UTTAR PRADESH,PILIBHIT,2018,242,197,190,340,4673
UTTAR PRADESH,PILIBHIT,2018,529,447,320,234,3278
UTTAR PRADESH,PILIBHIT,2019,248,200,197,387,4918
UTTAR PRADESH,PILIBHIT,2019,529,464,323,228,3294
UTTAR PRADESH,PILIBHIT,2020,279,198,213,452,5657
UTTAR PRADESH,PILIBHIT,2020,549,482,344,227,3242
UTTAR PRADESH,PILIBHIT,2021,292,193,229,509,6555
UTTAR PRADESH,PILIBHIT,2021,540,492,352,238,3281
UTTAR PRADESH,PILIBHIT,2022,315,186,243,532,7702
UTTAR PRADESH,PILIBHIT,2022,538,497,372,241,3279
UTTAR PRADESH,PILIBHIT,2023,358,182,243,607,8386
UTTAR PRADESH,PILIBHIT,2023,573,503,384,265,3525
UTTAR PRADESH,PRABUDDH NAGAR,2011,284,180,496,81,1570
UTTAR PRADESH,PRABUDDH NAGAR,2012,260,157,405,60,1508
UTTAR PRADESH,PRABUDDH NAGAR,2014,263,168,367,55,1580
UTTAR PRADESH,PRABUDDH NAGAR,2015,255,178,343,47,1646
UTTAR PRADESH,PRABUDDH NAGAR,2016,246,194,315,44,1745
UTTAR PRADESH,PRABUDDH NAGAR,2017,251,203,289,41,1889
UTTAR PRADESH,PRABUDDH NAGAR,2018,247,221,267,36,2039
UTTAR PRADESH,PRABUDDH NAGAR,2019,242,242,256,31,2290
UTTAR PRADESH,PRABUDDH NAGAR,2020,249,277,248,28,2650
UTTAR PRADESH,PRABUDDH NAGAR,2021,251,305,231,30,2765
UTTAR PRADESH,PRABUDDH NAGAR,2022,259,346,218,30,3104
UTTAR PRADESH,PRABUDDH NAGAR,2023,268,383,205,28,3504
UTTAR PRADESH,PRATAPGARH,2001,992,178,457,89,2621
UTTAR PRADESH,PRATAPGARH,2002,712,137,311,78,2018
UTTAR PRADESH,PRATAPGARH,2003,365,118,217,88,1111
UTTAR PRADESH,PRATAPGARH,2004,728,149,462,69,1958
UTTAR PRADESH,PRATAPGARH,2005,572,158,433,88,1661
UTTAR PRADESH,PRATAPGARH,2006,684,292,503,115,2093
UTTAR PRADESH,PRATAPGARH,2007,547,261,466,92,1933
UTTAR PRADESH,PRATAPGARH,2008,739,406,591,200,2828
UTTAR PRADESH,PRATAPGARH,2009,611,290,437,112,2234
UTTAR PRADESH,PRATAPGARH,2010,601,243,355,94,1906
UTTAR PRADESH,PRATAPGARH,2011,729,320,402,106,2129
UTTAR PRADESH,PRATAPGARH,2012,910,330,623,169,2744
UTTAR PRADESH,PRATAPGARH,2013,1022,509,853,205,3893
UTTAR PRADESH,PRATAPGARH,2014,1063,353,696,199,2990
UTTAR PRADESH,PRATAPGARH,2014,1017,514,879,221,3910
UTTAR PRADESH,PRATAPGARH,2015,1190,382,749,229,3216
UTTAR PRADESH,PRATAPGARH,2015,1047,510,861,229,3958
UTTAR PRADESH,PRATAPGARH,2016,1309,410,851,255,3546
UTTAR PRADESH,PRATAPGARH,2016,1050,536,929,232,4151
UTTAR PRADESH,PRATAPGARH,2017,1496,460,959,289,3926
UTTAR PRADESH,PRATAPGARH,2017,1066,549,899,233,4113
UTTAR PRADESH,PRATAPGARH,2018,1704,517,1095,337,4354
UTTAR PRADESH,PRATAPGARH,2018,1095,583,915,247,4324
UTTAR PRADESH,PRATAPGARH,2019,2009,565,1196,380,4820
UTTAR PRADESH,PRATAPGARH,2019,1097,585,925,231,4430
UTTAR PRADESH,PRATAPGARH,2020,2246,607,1318,455,5248
UTTAR PRADESH,PRATAPGARH,2020,1136,618,930,252,4555
UTTAR PRADESH,PRATAPGARH,2021,2544,696,1418,521,5792
UTTAR PRADESH,PRATAPGARH,2021,1234,611,971,261,4803
UTTAR PRADESH,PRATAPGARH,2022,3033,773,1621,605,6608
UTTAR PRADESH,PRATAPGARH,2022,1267,626,995,274,4902
UTTAR PRADESH,PRATAPGARH,2023,3559,875,1791,692,7520
UTTAR PRADESH,PRATAPGARH,2023,1295,635,989,273,5160
UTTAR PRADESH,RAIBAREILLY,2001,863,406,812,87,2964
UTTAR PRADESH,RAIBAREILLY,2002,732,309,614,89,2429
UTTAR PRADESH,RAIBAREILLY,2003,555,257,395,30,1645
UTTAR PRADESH,RAIBAREILLY,2004,636,338,537,83,2168
UTTAR PRADESH,RAIBAREILLY,2005,712,352,581,58,2085
UTTAR PRADESH,RAIBAREILLY,2006,649,338,445,63,1841
UTTAR PRADESH,RAIBAREILLY,2007,598,365,432,156,2079
UTTAR PRADESH,RAIBAREILLY,2008,632,337,434,221,2510
UTTAR PRADESH,RAIBAREILLY,2009,713,349,391,133,2436
UTTAR PRADESH,RAIBAREILLY,2010,533,223,325,76,1672
UTTAR PRADESH,RAIBAREILLY,2011,534,216,314,68,1772
UTTAR PRADESH,RAIBAREILLY,2012,518,282,440,111,2085
UTTAR PRADESH,RAIBAREILLY,2013,582,351,482,121,2429
UTTAR PRADESH,RAIBAREILLY,2014,492,304,454,112,2077
UTTAR PRADESH,RAIBAREILLY,2014,595,371,480,127,2418
UTTAR PRADESH,RAIBAREILLY,2015,498,336,472,115,2114
UTTAR PRADESH,RAIBAREILLY,2015,602,397,501,132,2524
UTTAR PRADESH,RAIBAREILLY,2016,467,356,524,113,2135
UTTAR PRADESH,RAIBAREILLY,2016,626,405,514,137,2620
UTTAR PRADESH,RAIBAREILLY,2017,444,367,566,116,2185
UTTAR PRADESH,RAIBAREILLY,2017,632,423,523,141,2690
UTTAR PRADESH,RAIBAREILLY,2018,438,402,630,116,2291
UTTAR PRADESH,RAIBAREILLY,2018,665,446,543,146,2783
UTTAR PRADESH,RAIBAREILLY,2019,434,436,696,118,2376
UTTAR PRADESH,RAIBAREILLY,2019,658,469,504,147,2817
UTTAR PRADESH,RAIBAREILLY,2020,421,477,725,125,2422
UTTAR PRADESH,RAIBAREILLY,2020,665,482,503,158,2876
UTTAR PRADESH,RAIBAREILLY,2021,395,504,763,136,2391
UTTAR PRADESH,RAIBAREILLY,2021,653,505,507,156,2901
UTTAR PRADESH,RAIBAREILLY,2022,376,557,845,136,2531
UTTAR PRADESH,RAIBAREILLY,2022,668,517,514,156,3026
UTTAR PRADESH,RAIBAREILLY,2023,382,605,903,149,2699
UTTAR PRADESH,RAIBAREILLY,2023,682,538,536,168,3107
UTTAR PRADESH,RAMABAI NAGAR,2010,522,252,241,99,1914
UTTAR PRADESH,RAMABAI NAGAR,2011,816,254,281,81,2183
UTTAR PRADESH,RAMABAI NAGAR,2012,585,247,200,135,2199
UTTAR PRADESH,RAMABAI NAGAR,2014,573,238,188,160,2327
UTTAR PRADESH,RAMABAI NAGAR,2015,566,241,171,191,2583
UTTAR PRADESH,RAMABAI NAGAR,2016,562,259,151,218,2819
UTTAR PRADESH,RAMABAI NAGAR,2017,546,284,137,262,2995
UTTAR PRADESH,RAMABAI NAGAR,2018,531,303,135,292,3292
UTTAR PRADESH,RAMABAI NAGAR,2019,517,321,123,331,3641
UTTAR PRADESH,RAMABAI NAGAR,2020,493,343,119,381,3881
UTTAR PRADESH,RAMABAI NAGAR,2021,470,390,103,471,4477
UTTAR PRADESH,RAMABAI NAGAR,2022,466,409,97,529,4869
UTTAR PRADESH,RAMABAI NAGAR,2023,430,445,83,611,5521
UTTAR PRADESH,RAMPUR,2001,504,149,649,79,1976
UTTAR PRADESH,RAMPUR,2002,389,245,661,69,1749
UTTAR PRADESH,RAMPUR,2003,279,83,319,60,1312
UTTAR PRADESH,RAMPUR,2004,343,126,523,140,1765
UTTAR PRADESH,RAMPUR,2005,307,105,398,128,1427
UTTAR PRADESH,RAMPUR,2006,307,112,545,113,1754
UTTAR PRADESH,RAMPUR,2007,371,225,638,244,2513
UTTAR PRADESH,RAMPUR,2008,435,263,795,245,2739
UTTAR PRADESH,RAMPUR,2009,510,283,948,255,2964
UTTAR PRADESH,RAMPUR,2010,462,414,871,272,2852
UTTAR PRADESH,RAMPUR,2011,429,323,948,274,3065
UTTAR PRADESH,RAMPUR,2012,354,329,798,215,2569
UTTAR PRADESH,RAMPUR,2013,346,329,700,156,2408
UTTAR PRADESH,RAMPUR,2014,330,342,784,203,2496
UTTAR PRADESH,RAMPUR,2014,362,343,738,166,2457
UTTAR PRADESH,RAMPUR,2015,313,369,729,194,2362
UTTAR PRADESH,RAMPUR,2015,353,357,783,175,2496
UTTAR PRADESH,RAMPUR,2016,283,414,714,185,2360
UTTAR PRADESH,RAMPUR,2016,367,360,761,177,2444
UTTAR PRADESH,RAMPUR,2017,252,448,671,180,2314
UTTAR PRADESH,RAMPUR,2017,375,385,830,174,2646
UTTAR PRADESH,RAMPUR,2018,236,489,667,183,2263
UTTAR PRADESH,RAMPUR,2018,380,373,857,170,2677
UTTAR PRADESH,RAMPUR,2019,211,542,649,181,2250
UTTAR PRADESH,RAMPUR,2019,385,382,867,179,2736
UTTAR PRADESH,RAMPUR,2020,184,595,612,182,2201
UTTAR PRADESH,RAMPUR,2020,405,391,920,193,2834
UTTAR PRADESH,RAMPUR,2021,166,653,618,175,2191
UTTAR PRADESH,RAMPUR,2021,408,405,929,201,2913
UTTAR PRADESH,RAMPUR,2022,152,711,602,163,2214
UTTAR PRADESH,RAMPUR,2022,408,420,948,216,2930
UTTAR PRADESH,RAMPUR,2023,143,789,602,159,2257
UTTAR PRADESH,RAMPUR,2023,429,428,975,226,3047
UTTAR PRADESH,SAHARANPUR,2001,566,492,1013,225,3413
UTTAR PRADESH,SAHARANPUR,2002,326,386,747,191,2719
UTTAR PRADESH,SAHARANPUR,2003,341,258,550,172,1933
UTTAR PRADESH,SAHARANPUR,2004,362,335,1094,204,3028
UTTAR PRADESH,SAHARANPUR,2005,498,302,859,249,2813
UTTAR PRADESH,SAHARANPUR,2006,496,340,950,289,3318
UTTAR PRADESH,SAHARANPUR,2007,484,385,884,295,3404
UTTAR PRADESH,SAHARANPUR,2008,490,306,843,277,3157
UTTAR PRADESH,SAHARANPUR,2009,481,306,801,202,2838
UTTAR PRADESH,SAHARANPUR,2010,530,243,872,292,3239
UTTAR PRADESH,SAHARANPUR,2011,496,307,957,253,3626
UTTAR PRADESH,SAHARANPUR,2012,579,285,964,277,3821
UTTAR PRADESH,SAHARANPUR,2013,640,527,1316,339,4285
UTTAR PRADESH,SAHARANPUR,2014,614,302,1024,314,4174
UTTAR PRADESH,SAHARANPUR,2014,670,540,1364,330,4455
