report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
38146,2024-11-05 01:00:00,2024-05-08 09:00:00,08-05-24 14:27,Chennai,286,CYBERCRIME,52,F,Poison,Other Crime,7,Yes,2024-04-07 01:00:00,1,-212.0,Middle Aged
38147,2024-11-05 08:00:00,2024-05-08 10:00:00,08-05-24 23:44,Kanpur,577,COUNTERFEITING,10,F,Firearm,Other Crime,13,No,,0,,Minor
38148,2024-09-05 16:00:00,2024-05-08 11:00:00,08-05-24 12:13,Mumbai,114,VANDALISM,46,F,Firearm,Other Crime,16,Yes,2024-06-25 16:00:00,1,-72.0,Middle Aged
38149,2024-08-05 18:00:00,2024-05-08 12:00:00,09-05-24 6:33,Ahmedabad,561,CYBERCRIME,41,M,Blunt Object,Other Crime,19,Yes,2024-06-16 18:00:00,1,-50.0,Adult
38150,2024-11-05 08:00:00,2024-05-08 13:00:00,09-05-24 11:19,Indore,275,VEHICLE - STOLEN,56,F,Explosives,Violent Crime,6,No,,0,,Middle Aged
38151,2024-11-05 07:00:00,2024-05-08 14:00:00,09-05-24 12:21,Delhi,533,COUNTERFEITING,27,M,Other,Other Crime,12,Yes,2024-06-20 07:00:00,1,-138.0,Young Adult
38152,2024-10-05 16:00:00,2024-05-08 15:00:00,09-05-24 0:21,Meerut,452,VANDALISM,62,F,Firearm,Other Crime,14,Yes,2024-05-25 16:00:00,1,-133.0,Senior
38153,2024-09-05 13:00:00,2024-05-08 16:00:00,09-05-24 13:02,Surat,261,ASSAULT,28,M,Knife,Violent Crime,9,No,,0,,Young Adult
38154,2024-10-05 03:00:00,2024-05-08 17:00:00,08-05-24 18:45,Surat,223,ROBBERY,33,F,Poison,Violent Crime,17,Yes,2024-12-09 03:00:00,1,65.0,Adult
38155,2024-11-05 16:00:00,2024-05-08 18:00:00,09-05-24 2:15,Ahmedabad,414,ROBBERY,77,F,Poison,Violent Crime,12,No,,0,,Senior
38156,2024-10-05 09:00:00,2024-05-08 19:00:00,09-05-24 10:27,Jaipur,219,VANDALISM,69,F,UNKNOWN,Other Crime,19,No,,0,,Senior
38157,2024-11-05 01:00:00,2024-05-08 20:00:00,09-05-24 19:19,Delhi,183,ROBBERY,10,F,UNKNOWN,Violent Crime,3,Yes,2024-05-08 01:00:00,1,-181.0,Minor
38158,2024-09-05 12:00:00,2024-05-08 21:00:00,09-05-24 19:14,Patna,249,DOMESTIC VIOLENCE,29,F,UNKNOWN,Violent Crime,15,Yes,2024-07-24 12:00:00,1,-43.0,Young Adult
38159,2024-10-05 05:00:00,2024-05-08 22:00:00,09-05-24 9:27,Lucknow,267,SEXUAL ASSAULT,42,F,Poison,Violent Crime,19,Yes,2026-01-31 05:00:00,1,483.0,Adult
38160,2024-11-05 03:00:00,2024-05-08 23:00:00,09-05-24 5:38,Delhi,356,ASSAULT,51,F,Other,Violent Crime,9,No,,0,,Middle Aged
38161,2024-09-05 13:00:00,2024-05-09 00:00:00,09-05-24 15:50,Pune,407,COUNTERFEITING,44,M,Firearm,Other Crime,6,Yes,2024-03-07 13:00:00,1,-182.0,Adult
38162,2024-09-05 23:00:00,2024-05-09 01:00:00,10-05-24 0:22,Patna,485,FIREARM OFFENSE,27,F,Poison,Fire Accident,1,Yes,2024-05-23 23:00:00,1,-105.0,Young Adult
38163,2024-09-05 08:00:00,2024-05-09 02:00:00,09-05-24 7:48,Visakhapatnam,165,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,8,No,,0,,Senior
38164,2024-11-05 10:00:00,2024-05-09 03:00:00,09-05-24 3:34,Varanasi,154,KIDNAPPING,68,F,Other,Other Crime,10,Yes,2024-05-23 10:00:00,1,-166.0,Senior
38165,2024-09-05 17:00:00,2024-05-09 04:00:00,10-05-24 2:43,Kolkata,426,HOMICIDE,46,F,Explosives,Other Crime,16,No,,0,,Middle Aged
38166,2024-10-05 16:00:00,2024-05-09 05:00:00,10-05-24 3:45,Patna,166,BURGLARY,53,M,Knife,Other Crime,7,No,,0,,Middle Aged
38167,2024-10-05 16:00:00,2024-05-09 06:00:00,10-05-24 3:30,Thane,209,FRAUD,51,F,Explosives,Other Crime,3,Yes,2024-05-29 16:00:00,1,-129.0,Middle Aged
38168,2024-11-05 22:00:00,2024-05-09 07:00:00,10-05-24 6:32,Bangalore,356,COUNTERFEITING,14,F,UNKNOWN,Other Crime,3,Yes,2024-06-26 22:00:00,1,-132.0,Minor
38169,2024-11-05 15:00:00,2024-05-09 08:00:00,10-05-24 2:14,Hyderabad,406,DRUG OFFENSE,13,F,Knife,Other Crime,6,No,,0,,Minor
38170,2024-11-05 01:00:00,2024-05-09 09:00:00,09-05-24 11:26,Ghaziabad,270,FRAUD,37,F,UNKNOWN,Other Crime,2,No,,0,,Adult
38171,2024-11-05 00:00:00,2024-05-09 10:00:00,09-05-24 22:30,Pune,369,DOMESTIC VIOLENCE,60,F,Knife,Violent Crime,1,No,,0,,Middle Aged
38172,2024-11-05 14:00:00,2024-05-09 11:00:00,09-05-24 15:11,Jaipur,592,BURGLARY,69,F,UNKNOWN,Other Crime,15,No,,0,,Senior
38173,2024-10-05 19:00:00,2024-05-09 12:00:00,09-05-24 13:17,Jaipur,319,FRAUD,59,F,Poison,Other Crime,17,Yes,2024-05-23 19:00:00,1,-135.0,Middle Aged
38174,2024-10-05 22:00:00,2024-05-09 13:00:00,10-05-24 11:15,Kanpur,548,PUBLIC INTOXICATION,67,F,Blunt Object,Other Crime,11,No,,0,,Senior
38175,2024-09-05 21:00:00,2024-05-09 14:00:00,10-05-24 2:42,Agra,248,HOMICIDE,54,F,Other,Other Crime,2,No,,0,,Middle Aged
38176,2024-11-05 23:00:00,2024-05-09 15:00:00,10-05-24 5:33,Thane,476,FIREARM OFFENSE,76,F,Knife,Fire Accident,14,No,,0,,Senior
38177,2024-11-05 14:00:00,2024-05-09 16:00:00,10-05-24 15:57,Delhi,450,IDENTITY THEFT,77,M,Explosives,Violent Crime,9,No,,0,,Senior
38178,2024-11-05 00:00:00,2024-05-09 17:00:00,10-05-24 7:46,Varanasi,111,EXTORTION,42,F,Knife,Other Crime,5,Yes,2024-07-06 00:00:00,1,-122.0,Adult
38179,2024-10-05 14:00:00,2024-05-09 18:00:00,10-05-24 2:29,Hyderabad,193,EXTORTION,10,F,Blunt Object,Other Crime,9,Yes,2024-11-07 14:00:00,1,33.0,Minor
38180,2024-10-05 17:00:00,2024-05-09 19:00:00,10-05-24 12:39,Mumbai,597,TRAFFIC VIOLATION,13,F,Other,Traffic Fatality,3,Yes,2024-05-21 17:00:00,1,-137.0,Minor
38181,2024-12-05 15:00:00,2024-05-09 20:00:00,09-05-24 23:03,Delhi,109,VANDALISM,47,F,UNKNOWN,Other Crime,15,Yes,2024-05-30 15:00:00,1,-189.0,Middle Aged
38182,2024-10-05 03:00:00,2024-05-09 21:00:00,10-05-24 6:37,Vasai,497,ILLEGAL POSSESSION,53,F,Firearm,Other Crime,7,No,,0,,Middle Aged
38183,2024-10-05 18:00:00,2024-05-09 22:00:00,10-05-24 15:00,Mumbai,349,EXTORTION,22,F,Knife,Other Crime,15,No,,0,,Young Adult
38184,2024-12-05 05:00:00,2024-05-09 23:00:00,10-05-24 16:34,Ahmedabad,154,COUNTERFEITING,16,F,Blunt Object,Other Crime,12,Yes,2024-10-07 05:00:00,1,-59.0,Minor
38185,2024-12-05 09:00:00,2024-05-10 00:00:00,10-05-24 18:47,Delhi,435,HOMICIDE,59,F,Explosives,Other Crime,6,Yes,2024-11-17 09:00:00,1,-18.0,Middle Aged
38186,2024-11-05 05:00:00,2024-05-10 01:00:00,10-05-24 16:12,Agra,249,SEXUAL ASSAULT,45,F,UNKNOWN,Violent Crime,16,Yes,2026-04-14 05:00:00,1,525.0,Adult
38187,2024-10-05 22:00:00,2024-05-10 02:00:00,10-05-24 19:00,Delhi,174,SHOPLIFTING,70,F,Knife,Other Crime,8,No,,0,,Senior
38188,2024-11-05 05:00:00,2024-05-10 03:00:00,10-05-24 5:56,Delhi,110,ILLEGAL POSSESSION,50,F,UNKNOWN,Other Crime,11,Yes,2024-06-30 05:00:00,1,-128.0,Middle Aged
38189,2024-05-13 01:00:00,2024-05-10 04:00:00,10-05-24 20:14,Delhi,576,COUNTERFEITING,15,M,Other,Other Crime,1,Yes,2024-06-24 01:00:00,1,42.0,Minor
38190,2024-12-05 04:00:00,2024-05-10 05:00:00,10-05-24 12:10,Agra,469,IDENTITY THEFT,59,F,Knife,Violent Crime,11,Yes,2024-05-20 04:00:00,1,-199.0,Middle Aged
38191,2024-11-05 00:00:00,2024-05-10 06:00:00,10-05-24 9:12,Mumbai,418,BURGLARY,17,M,UNKNOWN,Other Crime,16,Yes,2024-10-25 00:00:00,1,-11.0,Minor
38192,2024-11-05 10:00:00,2024-05-10 07:00:00,11-05-24 6:54,Delhi,230,PUBLIC INTOXICATION,46,M,Poison,Other Crime,8,No,,0,,Middle Aged
38193,2024-10-05 10:00:00,2024-05-10 08:00:00,11-05-24 0:02,Mumbai,131,FIREARM OFFENSE,44,F,UNKNOWN,Fire Accident,9,No,,0,,Adult
38194,2024-10-05 18:00:00,2024-05-10 09:00:00,11-05-24 0:50,Pune,161,SEXUAL ASSAULT,59,M,Firearm,Violent Crime,5,No,,0,,Middle Aged
38195,2024-12-05 03:00:00,2024-05-10 10:00:00,10-05-24 16:10,Lucknow,230,COUNTERFEITING,12,M,Blunt Object,Other Crime,17,No,,0,,Minor
38196,2024-05-13 05:00:00,2024-05-10 11:00:00,11-05-24 6:31,Jaipur,302,CYBERCRIME,46,M,Knife,Other Crime,7,Yes,2024-05-22 05:00:00,1,9.0,Middle Aged
38197,2024-12-05 04:00:00,2024-05-10 12:00:00,11-05-24 2:08,Bangalore,319,IDENTITY THEFT,51,F,Knife,Violent Crime,9,No,,0,,Middle Aged
38198,2024-05-13 07:00:00,2024-05-10 13:00:00,11-05-24 10:23,Bhopal,589,FRAUD,21,F,Other,Other Crime,3,Yes,2024-06-07 07:00:00,1,25.0,Young Adult
38199,2024-12-05 02:00:00,2024-05-10 14:00:00,10-05-24 14:48,Delhi,566,ARSON,32,M,Blunt Object,Fire Accident,7,Yes,2024-07-24 02:00:00,1,-134.0,Adult
38200,2024-05-13 02:00:00,2024-05-10 15:00:00,11-05-24 10:39,Chennai,135,ILLEGAL POSSESSION,43,M,Explosives,Other Crime,13,Yes,2024-07-29 02:00:00,1,77.0,Adult
38201,2024-12-05 02:00:00,2024-05-10 16:00:00,11-05-24 9:06,Pune,158,FRAUD,56,F,Explosives,Other Crime,2,Yes,2024-05-19 02:00:00,1,-200.0,Middle Aged
38202,2024-05-13 13:00:00,2024-05-10 17:00:00,10-05-24 20:51,Surat,458,TRAFFIC VIOLATION,18,F,UNKNOWN,Traffic Fatality,19,Yes,2024-08-06 13:00:00,1,85.0,Young Adult
38203,2024-11-05 21:00:00,2024-05-10 18:00:00,11-05-24 5:05,Chennai,359,CYBERCRIME,69,M,UNKNOWN,Other Crime,13,No,,0,,Senior
38204,2024-11-05 22:00:00,2024-05-10 19:00:00,11-05-24 0:01,Hyderabad,230,TRAFFIC VIOLATION,51,F,Blunt Object,Traffic Fatality,10,No,,0,,Middle Aged
38205,2024-05-13 19:00:00,2024-05-10 20:00:00,11-05-24 8:54,Chennai,389,BURGLARY,15,F,Firearm,Other Crime,13,Yes,2024-10-30 19:00:00,1,170.0,Minor
38206,2024-11-05 05:00:00,2024-05-10 21:00:00,10-05-24 23:59,Thane,396,TRAFFIC VIOLATION,66,M,Explosives,Traffic Fatality,12,No,,0,,Senior
38207,2024-11-05 10:00:00,2024-05-10 22:00:00,11-05-24 20:38,Delhi,374,FIREARM OFFENSE,30,F,Blunt Object,Fire Accident,5,Yes,2024-07-20 10:00:00,1,-108.0,Young Adult
38208,2024-12-05 11:00:00,2024-05-10 23:00:00,11-05-24 13:25,Delhi,476,EXTORTION,63,M,Knife,Other Crime,1,No,,0,,Senior
38209,2024-12-05 09:00:00,2024-05-11 00:00:00,11-05-24 7:19,Delhi,565,EXTORTION,31,M,Knife,Other Crime,1,No,,0,,Adult
38210,2024-12-05 16:00:00,2024-05-11 01:00:00,11-05-24 11:13,Agra,100,IDENTITY THEFT,21,F,Explosives,Violent Crime,13,Yes,2024-07-23 16:00:00,1,-135.0,Young Adult
38211,2024-12-05 09:00:00,2024-05-11 02:00:00,11-05-24 21:10,Pune,557,FRAUD,73,M,Blunt Object,Other Crime,15,No,,0,,Senior
38212,2024-11-05 09:00:00,2024-05-11 03:00:00,12-05-24 2:13,Bhopal,181,TRAFFIC VIOLATION,78,M,Poison,Traffic Fatality,15,No,,0,,Senior
38213,2024-05-13 18:00:00,2024-05-11 04:00:00,11-05-24 13:16,Faridabad,289,HOMICIDE,63,M,Knife,Other Crime,12,Yes,2025-01-01 18:00:00,1,233.0,Senior
38214,2024-11-05 19:00:00,2024-05-11 05:00:00,11-05-24 10:07,Nagpur,574,HOMICIDE,75,M,Firearm,Other Crime,8,No,,0,,Senior
38215,2024-12-05 10:00:00,2024-05-11 06:00:00,12-05-24 1:47,Mumbai,112,FRAUD,61,F,Other,Other Crime,8,Yes,2024-06-22 10:00:00,1,-166.0,Senior
38216,2024-05-13 17:00:00,2024-05-11 07:00:00,11-05-24 8:13,Delhi,269,ARSON,78,F,Firearm,Fire Accident,11,No,,0,,Senior
38217,2024-05-13 01:00:00,2024-05-11 08:00:00,11-05-24 14:52,Bangalore,453,SEXUAL ASSAULT,61,M,Knife,Violent Crime,15,No,,0,,Senior
38218,2024-12-05 18:00:00,2024-05-11 09:00:00,12-05-24 5:36,Nashik,399,SEXUAL ASSAULT,34,F,UNKNOWN,Violent Crime,19,Yes,2025-05-17 18:00:00,1,163.0,Adult
38219,2024-12-05 16:00:00,2024-05-11 10:00:00,12-05-24 7:03,Bangalore,284,HOMICIDE,57,F,Firearm,Other Crime,2,Yes,2025-03-06 16:00:00,1,91.0,Middle Aged
38220,2024-12-05 00:00:00,2024-05-11 11:00:00,12-05-24 0:04,Ahmedabad,508,EXTORTION,63,F,Blunt Object,Other Crime,9,Yes,2024-05-24 00:00:00,1,-195.0,Senior
38221,2024-11-05 17:00:00,2024-05-11 12:00:00,12-05-24 9:26,Bhopal,171,PUBLIC INTOXICATION,12,M,Poison,Other Crime,14,Yes,2024-05-21 17:00:00,1,-168.0,Minor
38222,2024-12-05 10:00:00,2024-05-11 13:00:00,12-05-24 2:23,Kanpur,543,ASSAULT,20,F,Blunt Object,Violent Crime,17,No,,0,,Young Adult
38223,2024-12-05 02:00:00,2024-05-11 14:00:00,11-05-24 20:01,Indore,512,SEXUAL ASSAULT,37,F,Other,Violent Crime,5,Yes,2025-04-28 02:00:00,1,144.0,Adult
38224,2024-05-14 08:00:00,2024-05-11 15:00:00,12-05-24 7:39,Bangalore,223,ASSAULT,34,F,Other,Violent Crime,17,No,,0,,Adult
38225,2024-05-13 17:00:00,2024-05-11 16:00:00,11-05-24 16:00,Bangalore,340,ASSAULT,47,M,Poison,Violent Crime,11,Yes,2024-05-24 17:00:00,1,11.0,Middle Aged
38226,2024-05-13 13:00:00,2024-05-11 17:00:00,12-05-24 10:28,Agra,436,PUBLIC INTOXICATION,25,F,Blunt Object,Other Crime,17,No,,0,,Young Adult
38227,2024-12-05 05:00:00,2024-05-11 18:00:00,12-05-24 14:16,Nashik,348,ARSON,24,F,Other,Fire Accident,5,Yes,2024-04-08 05:00:00,1,-241.0,Young Adult
38228,2024-05-13 03:00:00,2024-05-11 19:00:00,11-05-24 20:51,Mumbai,312,FRAUD,74,F,Poison,Other Crime,12,No,,0,,Senior
38229,2024-05-14 17:00:00,2024-05-11 20:00:00,12-05-24 18:48,Lucknow,520,EXTORTION,78,F,Explosives,Other Crime,19,Yes,2024-06-22 17:00:00,1,39.0,Senior
38230,2024-05-13 12:00:00,2024-05-11 21:00:00,12-05-24 13:11,Srinagar,237,ARSON,19,M,Poison,Fire Accident,14,No,,0,,Young Adult
38231,2024-05-14 14:00:00,2024-05-11 22:00:00,12-05-24 2:40,Delhi,575,HOMICIDE,60,F,Blunt Object,Other Crime,13,Yes,2024-12-12 14:00:00,1,212.0,Middle Aged
38232,2024-12-05 23:00:00,2024-05-11 23:00:00,12-05-24 22:34,Visakhapatnam,146,PUBLIC INTOXICATION,56,F,Other,Other Crime,7,Yes,2024-05-22 23:00:00,1,-197.0,Middle Aged
38233,2024-05-13 04:00:00,2024-05-12 00:00:00,12-05-24 9:08,Delhi,328,ASSAULT,26,F,Blunt Object,Violent Crime,1,No,,0,,Young Adult
38234,2024-05-14 08:00:00,2024-05-12 01:00:00,13-05-24 0:43,Kolkata,127,VEHICLE - STOLEN,37,F,Knife,Violent Crime,4,Yes,2024-06-22 08:00:00,1,39.0,Adult
38235,2024-12-05 12:00:00,2024-05-12 02:00:00,12-05-24 18:02,Delhi,166,VEHICLE - STOLEN,73,F,Knife,Violent Crime,14,No,,0,,Senior
38236,2024-05-13 14:00:00,2024-05-12 03:00:00,13-05-24 0:36,Kolkata,108,DOMESTIC VIOLENCE,64,F,Other,Violent Crime,18,No,,0,,Senior
38237,2024-05-13 08:00:00,2024-05-12 04:00:00,12-05-24 14:24,Chennai,168,ARSON,24,F,Poison,Fire Accident,12,Yes,2024-04-07 08:00:00,1,-36.0,Young Adult
38238,2024-12-05 18:00:00,2024-05-12 05:00:00,13-05-24 0:24,Lucknow,365,BURGLARY,25,F,Other,Other Crime,6,Yes,2024-08-10 18:00:00,1,-117.0,Young Adult
38239,2024-05-14 13:00:00,2024-05-12 06:00:00,12-05-24 11:02,Bangalore,122,ASSAULT,77,F,UNKNOWN,Violent Crime,1,Yes,2024-05-22 13:00:00,1,8.0,Senior
38240,2024-05-13 09:00:00,2024-05-12 07:00:00,12-05-24 18:48,Nagpur,222,CYBERCRIME,22,M,UNKNOWN,Other Crime,4,No,,0,,Young Adult
38241,2024-05-13 10:00:00,2024-05-12 08:00:00,13-05-24 5:00,Mumbai,489,HOMICIDE,39,F,Blunt Object,Other Crime,18,No,,0,,Adult
38242,2024-12-05 13:00:00,2024-05-12 09:00:00,13-05-24 1:55,Bangalore,326,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,5,No,,0,,Minor
38243,2024-12-05 20:00:00,2024-05-12 10:00:00,13-05-24 7:15,Pune,255,EXTORTION,18,F,Blunt Object,Other Crime,5,Yes,2024-06-23 20:00:00,1,-165.0,Young Adult
38244,2024-05-14 21:00:00,2024-05-12 11:00:00,12-05-24 17:17,Srinagar,538,ROBBERY,58,M,Poison,Violent Crime,18,Yes,2024-10-23 21:00:00,1,162.0,Middle Aged
38245,2024-05-15 05:00:00,2024-05-12 12:00:00,12-05-24 12:39,Pune,391,SHOPLIFTING,20,M,UNKNOWN,Other Crime,10,Yes,2024-05-29 05:00:00,1,14.0,Young Adult
38246,2024-05-15 04:00:00,2024-05-12 13:00:00,13-05-24 12:17,Kanpur,361,ARSON,53,M,Knife,Fire Accident,3,No,,0,,Middle Aged
38247,2024-05-13 21:00:00,2024-05-12 14:00:00,13-05-24 5:29,Ahmedabad,251,BURGLARY,10,F,Firearm,Other Crime,1,No,,0,,Minor
38248,2024-05-13 17:00:00,2024-05-12 15:00:00,13-05-24 13:41,Mumbai,590,HOMICIDE,48,F,UNKNOWN,Other Crime,3,Yes,2025-02-06 17:00:00,1,269.0,Middle Aged
38249,2024-05-14 01:00:00,2024-05-12 16:00:00,13-05-24 10:51,Pune,354,ASSAULT,60,M,Blunt Object,Violent Crime,2,Yes,2024-07-31 01:00:00,1,78.0,Middle Aged
38250,2024-05-15 15:00:00,2024-05-12 17:00:00,12-05-24 23:09,Agra,317,TRAFFIC VIOLATION,24,F,Explosives,Traffic Fatality,5,No,,0,,Young Adult
38251,2024-05-14 07:00:00,2024-05-12 18:00:00,13-05-24 16:23,Bangalore,291,EXTORTION,57,F,Explosives,Other Crime,12,No,,0,,Middle Aged
38252,2024-05-15 07:00:00,2024-05-12 19:00:00,12-05-24 23:24,Bangalore,349,ARSON,40,F,Poison,Fire Accident,17,No,,0,,Adult
38253,2024-05-13 20:00:00,2024-05-12 20:00:00,13-05-24 10:52,Ludhiana,461,SEXUAL ASSAULT,63,F,Blunt Object,Violent Crime,6,Yes,2025-01-01 20:00:00,1,233.0,Senior
38254,2024-05-14 20:00:00,2024-05-12 21:00:00,13-05-24 7:30,Delhi,381,ARSON,47,F,Blunt Object,Fire Accident,9,No,,0,,Middle Aged
38255,2024-05-14 20:00:00,2024-05-12 22:00:00,13-05-24 0:29,Kalyan,312,ARSON,63,M,Explosives,Fire Accident,13,No,,0,,Senior
38256,2024-05-13 16:00:00,2024-05-12 23:00:00,13-05-24 10:39,Visakhapatnam,389,CYBERCRIME,59,M,Explosives,Other Crime,5,No,,0,,Middle Aged
38257,2024-05-14 06:00:00,2024-05-13 00:00:00,13-05-24 16:10,Meerut,369,VEHICLE - STOLEN,24,F,Knife,Violent Crime,12,Yes,2024-05-28 06:00:00,1,14.0,Young Adult
38258,2024-05-13 16:00:00,2024-05-13 01:00:00,13-05-24 9:57,Delhi,123,DRUG OFFENSE,59,F,Other,Other Crime,9,Yes,2024-01-08 16:00:00,1,-126.0,Middle Aged
38259,2024-05-13 05:00:00,2024-05-13 02:00:00,13-05-24 9:32,Rajkot,478,HOMICIDE,53,F,Other,Other Crime,3,Yes,2025-03-19 05:00:00,1,310.0,Middle Aged
38260,2024-05-14 20:00:00,2024-05-13 03:00:00,13-05-24 5:56,Patna,221,FRAUD,40,F,Explosives,Other Crime,19,Yes,2024-06-18 20:00:00,1,35.0,Adult
38261,2024-05-15 09:00:00,2024-05-13 04:00:00,13-05-24 20:35,Visakhapatnam,213,TRAFFIC VIOLATION,60,M,Blunt Object,Traffic Fatality,10,Yes,2024-05-06 09:00:00,1,-9.0,Middle Aged
38262,2024-05-13 12:00:00,2024-05-13 05:00:00,13-05-24 21:31,Agra,368,COUNTERFEITING,37,F,UNKNOWN,Other Crime,11,Yes,2024-07-08 12:00:00,1,56.0,Adult
38263,2024-05-15 16:00:00,2024-05-13 06:00:00,13-05-24 22:33,Nagpur,306,VEHICLE - STOLEN,23,M,Blunt Object,Violent Crime,7,Yes,2024-06-27 16:00:00,1,43.0,Young Adult
38264,2024-05-13 09:00:00,2024-05-13 07:00:00,14-05-24 5:58,Hyderabad,164,COUNTERFEITING,35,F,Knife,Other Crime,1,No,,0,,Adult
38265,2024-05-16 07:00:00,2024-05-13 08:00:00,13-05-24 12:48,Bangalore,586,FRAUD,39,F,UNKNOWN,Other Crime,16,No,,0,,Adult
38266,2024-05-14 07:00:00,2024-05-13 09:00:00,13-05-24 12:41,Bangalore,254,SHOPLIFTING,34,M,UNKNOWN,Other Crime,5,No,,0,,Adult
38267,2024-05-15 03:00:00,2024-05-13 10:00:00,14-05-24 6:02,Pune,108,DOMESTIC VIOLENCE,13,M,UNKNOWN,Violent Crime,6,Yes,2024-07-22 03:00:00,1,68.0,Minor
38268,2024-05-14 06:00:00,2024-05-13 11:00:00,13-05-24 12:38,Kolkata,485,IDENTITY THEFT,40,F,Blunt Object,Violent Crime,17,No,,0,,Adult
38269,2024-05-14 11:00:00,2024-05-13 12:00:00,14-05-24 0:28,Srinagar,112,EXTORTION,16,F,Poison,Other Crime,19,No,,0,,Minor
38270,2024-05-14 05:00:00,2024-05-13 13:00:00,13-05-24 14:36,Bangalore,285,ASSAULT,26,F,Blunt Object,Violent Crime,2,Yes,2024-07-22 05:00:00,1,69.0,Young Adult
38271,2024-05-15 20:00:00,2024-05-13 14:00:00,14-05-24 5:03,Kolkata,301,ILLEGAL POSSESSION,15,F,Firearm,Other Crime,2,No,,0,,Minor
38272,2024-05-15 02:00:00,2024-05-13 15:00:00,14-05-24 6:43,Mumbai,285,SEXUAL ASSAULT,36,F,Other,Violent Crime,9,No,,0,,Adult
38273,2024-05-14 13:00:00,2024-05-13 16:00:00,13-05-24 17:47,Ludhiana,363,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,1,Yes,2025-04-17 13:00:00,1,338.0,Senior
38274,2024-05-16 09:00:00,2024-05-13 17:00:00,14-05-24 16:26,Kolkata,141,ASSAULT,77,F,UNKNOWN,Violent Crime,1,No,,0,,Senior
38275,2024-05-14 21:00:00,2024-05-13 18:00:00,14-05-24 12:49,Bangalore,288,VEHICLE - STOLEN,20,F,Poison,Violent Crime,16,No,,0,,Young Adult
38276,2024-05-14 10:00:00,2024-05-13 19:00:00,14-05-24 6:04,Delhi,186,EXTORTION,48,F,Poison,Other Crime,2,No,,0,,Middle Aged
38277,2024-05-14 06:00:00,2024-05-13 20:00:00,14-05-24 6:07,Vasai,543,FRAUD,68,F,Other,Other Crime,6,No,,0,,Senior
38278,2024-05-15 04:00:00,2024-05-13 21:00:00,14-05-24 13:33,Chennai,542,ROBBERY,77,M,Explosives,Violent Crime,8,No,,0,,Senior
38279,2024-05-15 04:00:00,2024-05-13 22:00:00,14-05-24 1:05,Lucknow,120,SEXUAL ASSAULT,38,F,Other,Violent Crime,7,Yes,2025-07-16 04:00:00,1,427.0,Adult
38280,2024-05-16 05:00:00,2024-05-13 23:00:00,14-05-24 10:02,Kanpur,185,SHOPLIFTING,51,F,Other,Other Crime,17,Yes,2024-07-17 05:00:00,1,62.0,Middle Aged
38281,2024-05-16 01:00:00,2024-05-14 00:00:00,14-05-24 10:06,Vasai,255,KIDNAPPING,62,F,Blunt Object,Other Crime,10,No,,0,,Senior
38282,2024-05-14 09:00:00,2024-05-14 01:00:00,14-05-24 3:36,Visakhapatnam,518,SEXUAL ASSAULT,47,M,Poison,Violent Crime,7,Yes,2025-12-20 09:00:00,1,585.0,Middle Aged
38283,2024-05-16 14:00:00,2024-05-14 02:00:00,14-05-24 21:23,Visakhapatnam,505,ARSON,58,F,Blunt Object,Fire Accident,10,No,,0,,Middle Aged
38284,2024-05-16 04:00:00,2024-05-14 03:00:00,14-05-24 21:38,Bangalore,514,ILLEGAL POSSESSION,72,M,UNKNOWN,Other Crime,18,Yes,2024-07-28 04:00:00,1,73.0,Senior
38285,2024-05-14 06:00:00,2024-05-14 04:00:00,14-05-24 8:30,Hyderabad,224,HOMICIDE,48,F,Blunt Object,Other Crime,8,No,,0,,Middle Aged
38286,2024-05-14 12:00:00,2024-05-14 05:00:00,14-05-24 20:35,Hyderabad,326,VEHICLE - STOLEN,56,F,Knife,Violent Crime,4,Yes,2024-07-29 12:00:00,1,76.0,Middle Aged
38287,2024-05-15 03:00:00,2024-05-14 06:00:00,14-05-24 15:23,Indore,266,PUBLIC INTOXICATION,15,M,Firearm,Other Crime,13,No,,0,,Minor
38288,2024-05-15 21:00:00,2024-05-14 07:00:00,14-05-24 22:12,Delhi,231,TRAFFIC VIOLATION,33,M,Blunt Object,Traffic Fatality,19,No,,0,,Adult
38289,2024-05-16 13:00:00,2024-05-14 08:00:00,14-05-24 9:25,Bangalore,439,EXTORTION,30,M,Poison,Other Crime,17,No,,0,,Young Adult
38290,2024-05-14 14:00:00,2024-05-14 09:00:00,15-05-24 4:20,Visakhapatnam,292,DRUG OFFENSE,46,F,Knife,Other Crime,12,Yes,2024-01-07 14:00:00,1,-128.0,Middle Aged
38291,2024-05-16 07:00:00,2024-05-14 10:00:00,14-05-24 19:50,Surat,173,DOMESTIC VIOLENCE,60,F,Knife,Violent Crime,6,No,,0,,Middle Aged
38292,2024-05-15 08:00:00,2024-05-14 11:00:00,14-05-24 21:23,Delhi,213,VEHICLE - STOLEN,21,F,Other,Violent Crime,14,No,,0,,Young Adult
