,report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
38415,38416,2024-05-20 06:00:00,2024-05-19 15:00:00,20-05-24 5:50,Patna,132,TRAFFIC VIOLATION,62,F,Blunt Object,Traffic Fatality,8,Yes,2024-05-23 06:00:00,1,3.0,Senior
38416,38417,2024-05-21 16:00:00,2024-05-19 16:00:00,19-05-24 22:33,Nagpur,469,PUBLIC INTOXICATION,40,F,Firearm,Other Crime,1,Yes,2024-11-06 16:00:00,1,169.0,Adult
38417,38418,2024-05-20 19:00:00,2024-05-19 17:00:00,20-05-24 11:24,Ludhiana,200,VEHICLE - STOLEN,44,F,Other,Violent Crime,19,No,,0,,Adult
38419,38420,2024-05-21 15:00:00,2024-05-19 19:00:00,20-05-24 1:19,Ahmedabad,276,ASSAULT,17,F,Blunt Object,Violent Crime,12,No,,0,,Minor
38420,38421,2024-05-21 18:00:00,2024-05-19 20:00:00,20-05-24 10:05,Mumbai,199,EXTORTION,72,F,Knife,Other Crime,18,No,,0,,Senior
38421,38422,2024-05-21 16:00:00,2024-05-19 21:00:00,20-05-24 4:38,Jaipur,371,IDENTITY THEFT,35,F,Knife,Violent Crime,17,Yes,2024-07-19 16:00:00,1,59.0,Adult
38422,38423,2024-05-22 11:00:00,2024-05-19 22:00:00,20-05-24 8:52,Bangalore,251,COUNTERFEITING,10,F,Poison,Other Crime,7,Yes,2024-06-17 11:00:00,1,26.0,Minor
38426,38427,2024-05-21 13:00:00,2024-05-20 02:00:00,20-05-24 23:54,Mumbai,339,IDENTITY THEFT,40,F,Knife,Violent Crime,7,Yes,2024-06-29 13:00:00,1,39.0,Adult
38428,38429,2024-05-22 07:00:00,2024-05-20 04:00:00,20-05-24 20:45,Ludhiana,505,SHOPLIFTING,57,F,Knife,Other Crime,5,No,,0,,Middle Aged
38430,38431,2024-05-21 18:00:00,2024-05-20 06:00:00,21-05-24 5:50,Kanpur,417,ILLEGAL POSSESSION,41,F,Explosives,Other Crime,4,Yes,2024-07-28 18:00:00,1,68.0,Adult
38435,38436,2024-05-23 02:00:00,2024-05-20 11:00:00,21-05-24 3:36,Kolkata,149,KIDNAPPING,12,F,Other,Other Crime,14,No,,0,,Minor
38436,38437,2024-05-21 09:00:00,2024-05-20 12:00:00,20-05-24 17:02,Chennai,161,FRAUD,12,F,UNKNOWN,Other Crime,19,No,,0,,Minor
38437,38438,2024-05-21 22:00:00,2024-05-20 13:00:00,21-05-24 8:25,Mumbai,135,FRAUD,67,F,Blunt Object,Other Crime,4,Yes,2024-09-08 22:00:00,1,110.0,Senior
38438,38439,2024-05-22 00:00:00,2024-05-20 14:00:00,21-05-24 5:07,Rajkot,481,PUBLIC INTOXICATION,77,F,UNKNOWN,Other Crime,19,No,,0,,Senior
38439,38440,2024-05-20 18:00:00,2024-05-20 15:00:00,21-05-24 12:41,Mumbai,194,ASSAULT,69,F,UNKNOWN,Violent Crime,5,No,,0,,Senior
38440,38441,2024-05-21 09:00:00,2024-05-20 16:00:00,21-05-24 1:23,Hyderabad,100,TRAFFIC VIOLATION,63,F,Knife,Traffic Fatality,12,Yes,2024-11-06 09:00:00,1,169.0,Senior
38441,38442,2024-05-21 05:00:00,2024-05-20 17:00:00,21-05-24 6:22,Ludhiana,177,EXTORTION,30,F,Firearm,Other Crime,14,No,,0,,Young Adult
38443,38444,2024-05-22 01:00:00,2024-05-20 19:00:00,21-05-24 2:31,Varanasi,319,CYBERCRIME,30,F,Poison,Other Crime,11,Yes,2024-07-31 01:00:00,1,70.0,Young Adult
38444,38445,2024-05-23 08:00:00,2024-05-20 20:00:00,21-05-24 3:11,Nashik,408,HOMICIDE,54,F,Blunt Object,Other Crime,16,No,,0,,Middle Aged
38445,38446,2024-05-23 04:00:00,2024-05-20 21:00:00,21-05-24 0:52,Delhi,286,VANDALISM,30,F,Firearm,Other Crime,8,Yes,2024-11-06 04:00:00,1,167.0,Young Adult
38447,38448,2024-05-21 09:00:00,2024-05-20 23:00:00,21-05-24 17:46,Pune,444,DRUG OFFENSE,72,F,Poison,Other Crime,13,Yes,2024-06-30 09:00:00,1,40.0,Senior
38448,38449,2024-05-22 15:00:00,2024-05-21 00:00:00,21-05-24 5:26,Delhi,408,IDENTITY THEFT,44,F,Blunt Object,Violent Crime,11,Yes,2024-07-23 15:00:00,1,62.0,Adult
38449,38450,2024-05-23 11:00:00,2024-05-21 01:00:00,21-05-24 11:21,Delhi,534,DOMESTIC VIOLENCE,66,F,Blunt Object,Violent Crime,14,Yes,2024-07-13 11:00:00,1,51.0,Senior
38450,38451,2024-05-21 09:00:00,2024-05-21 02:00:00,21-05-24 8:44,Lucknow,497,VANDALISM,69,F,Firearm,Other Crime,18,No,,0,,Senior
38451,38452,2024-05-21 19:00:00,2024-05-21 03:00:00,21-05-24 16:46,Bangalore,528,ROBBERY,18,F,Explosives,Violent Crime,6,Yes,2024-10-28 19:00:00,1,160.0,Young Adult
38452,38453,2024-05-21 05:00:00,2024-05-21 04:00:00,21-05-24 20:45,Hyderabad,152,PUBLIC INTOXICATION,64,F,Explosives,Other Crime,11,No,,0,,Senior
38453,38454,2024-05-22 00:00:00,2024-05-21 05:00:00,21-05-24 15:26,Ludhiana,226,BURGLARY,54,F,Other,Other Crime,17,No,,0,,Middle Aged
38454,38455,2024-05-23 18:00:00,2024-05-21 06:00:00,21-05-24 20:00,Kolkata,511,BURGLARY,49,F,Explosives,Other Crime,13,No,,0,,Middle Aged
38456,38457,2024-05-22 21:00:00,2024-05-21 08:00:00,21-05-24 17:06,Bangalore,286,SEXUAL ASSAULT,73,F,Explosives,Violent Crime,2,No,,0,,Senior
38457,38458,2024-05-22 18:00:00,2024-05-21 09:00:00,22-05-24 5:17,Mumbai,128,FRAUD,46,F,Knife,Other Crime,14,Yes,2024-11-06 18:00:00,1,168.0,Middle Aged
38459,38460,2024-05-21 13:00:00,2024-05-21 11:00:00,22-05-24 0:55,Delhi,195,CYBERCRIME,15,F,UNKNOWN,Other Crime,18,Yes,2024-06-14 13:00:00,1,24.0,Minor
38460,38461,2024-05-21 20:00:00,2024-05-21 12:00:00,22-05-24 10:57,Visakhapatnam,232,EXTORTION,51,F,Explosives,Other Crime,13,Yes,2024-11-06 20:00:00,1,169.0,Middle Aged
38461,38462,2024-05-22 05:00:00,2024-05-21 13:00:00,21-05-24 13:03,Pune,211,BURGLARY,62,F,Knife,Other Crime,16,Yes,2024-04-11 05:00:00,1,-41.0,Senior
38463,38464,2024-05-21 18:00:00,2024-05-21 15:00:00,21-05-24 17:17,Mumbai,512,KIDNAPPING,36,F,Firearm,Other Crime,19,Yes,2024-08-07 18:00:00,1,78.0,Adult
38464,38465,2024-05-22 15:00:00,2024-05-21 16:00:00,21-05-24 20:39,Thane,359,ROBBERY,35,F,Other,Violent Crime,8,No,,0,,Adult
38465,38466,2024-05-21 21:00:00,2024-05-21 17:00:00,22-05-24 6:09,Delhi,277,FRAUD,53,F,Firearm,Other Crime,2,Yes,2024-04-06 21:00:00,1,-45.0,Middle Aged
38466,38467,2024-05-21 20:00:00,2024-05-21 18:00:00,22-05-24 14:13,Delhi,428,SHOPLIFTING,32,F,Poison,Other Crime,17,Yes,2024-02-08 20:00:00,1,-103.0,Adult
38467,38468,2024-05-21 23:00:00,2024-05-21 19:00:00,22-05-24 1:04,Nagpur,110,VANDALISM,13,F,Blunt Object,Other Crime,14,Yes,2024-08-18 23:00:00,1,89.0,Minor
38468,38469,2024-05-24 02:00:00,2024-05-21 20:00:00,22-05-24 18:48,Delhi,538,KIDNAPPING,76,F,UNKNOWN,Other Crime,6,Yes,2024-03-07 02:00:00,1,-78.0,Senior
38469,38470,2024-05-23 06:00:00,2024-05-21 21:00:00,22-05-24 4:21,Hyderabad,302,BURGLARY,65,F,UNKNOWN,Other Crime,7,Yes,2024-08-13 06:00:00,1,82.0,Senior
38471,38472,2024-05-22 01:00:00,2024-05-21 23:00:00,22-05-24 7:54,Mumbai,183,COUNTERFEITING,76,F,Blunt Object,Other Crime,9,No,,0,,Senior
38473,38474,2024-05-23 11:00:00,2024-05-22 01:00:00,22-05-24 5:46,Bangalore,244,EXTORTION,77,F,Firearm,Other Crime,17,Yes,2024-05-07 11:00:00,1,-16.0,Senior
38474,38475,2024-05-23 13:00:00,2024-05-22 02:00:00,22-05-24 11:39,Jaipur,159,COUNTERFEITING,30,F,Blunt Object,Other Crime,11,Yes,2024-09-08 13:00:00,1,108.0,Young Adult
38475,38476,2024-05-24 08:00:00,2024-05-22 03:00:00,22-05-24 19:56,Indore,437,EXTORTION,43,F,Firearm,Other Crime,15,No,,0,,Adult
38476,38477,2024-05-23 10:00:00,2024-05-22 04:00:00,22-05-24 23:54,Delhi,342,FRAUD,50,F,Knife,Other Crime,13,No,,0,,Middle Aged
38477,38478,2024-05-24 00:00:00,2024-05-22 05:00:00,23-05-24 3:09,Ghaziabad,441,VEHICLE - STOLEN,65,F,Blunt Object,Violent Crime,18,Yes,2024-07-22 00:00:00,1,59.0,Senior
38479,38480,2024-05-24 16:00:00,2024-05-22 07:00:00,23-05-24 4:47,Chennai,451,TRAFFIC VIOLATION,31,F,Blunt Object,Traffic Fatality,5,No,,0,,Adult
38481,38482,2024-05-24 08:00:00,2024-05-22 09:00:00,23-05-24 7:29,Ludhiana,202,DOMESTIC VIOLENCE,20,F,Knife,Violent Crime,1,Yes,2024-07-14 08:00:00,1,51.0,Young Adult
38483,38484,2024-05-24 06:00:00,2024-05-22 11:00:00,22-05-24 16:04,Jaipur,326,PUBLIC INTOXICATION,70,F,Blunt Object,Other Crime,19,No,,0,,Senior
38484,38485,2024-05-23 21:00:00,2024-05-22 12:00:00,23-05-24 6:25,Kolkata,282,KIDNAPPING,24,F,Poison,Other Crime,14,Yes,2024-08-17 21:00:00,1,86.0,Young Adult
38485,38486,2024-05-23 08:00:00,2024-05-22 13:00:00,23-05-24 4:51,Kalyan,119,EXTORTION,35,F,UNKNOWN,Other Crime,9,Yes,2024-04-06 08:00:00,1,-47.0,Adult
38486,38487,2024-05-24 14:00:00,2024-05-22 14:00:00,23-05-24 0:25,Kanpur,476,FRAUD,13,F,Poison,Other Crime,10,No,,0,,Minor
38487,38488,2024-05-24 22:00:00,2024-05-22 15:00:00,23-05-24 10:00,Kanpur,160,TRAFFIC VIOLATION,52,F,Explosives,Traffic Fatality,9,Yes,2024-06-15 22:00:00,1,22.0,Middle Aged
38489,38490,2024-05-23 04:00:00,2024-05-22 17:00:00,23-05-24 8:06,Bangalore,168,SEXUAL ASSAULT,57,F,Poison,Violent Crime,2,No,,0,,Middle Aged
38490,38491,2024-05-24 21:00:00,2024-05-22 18:00:00,23-05-24 5:42,Kolkata,182,DRUG OFFENSE,78,F,Other,Other Crime,10,No,,0,,Senior
38491,38492,2024-05-23 03:00:00,2024-05-22 19:00:00,23-05-24 15:38,Mumbai,234,SEXUAL ASSAULT,68,F,Knife,Violent Crime,4,Yes,2025-11-28 03:00:00,1,554.0,Senior
38492,38493,2024-05-24 11:00:00,2024-05-22 20:00:00,22-05-24 23:05,Ludhiana,490,DRUG OFFENSE,65,F,Poison,Other Crime,15,No,,0,,Senior
38493,38494,2024-05-24 11:00:00,2024-05-22 21:00:00,22-05-24 23:32,Patna,254,FIREARM OFFENSE,66,F,Other,Fire Accident,9,Yes,2024-06-16 11:00:00,1,23.0,Senior
38494,38495,2024-05-23 03:00:00,2024-05-22 22:00:00,23-05-24 0:47,Nagpur,274,ARSON,19,F,Blunt Object,Fire Accident,7,No,,0,,Young Adult
38496,38497,2024-05-25 01:00:00,2024-05-23 00:00:00,23-05-24 17:27,Lucknow,115,FIREARM OFFENSE,57,F,Blunt Object,Fire Accident,7,Yes,2024-06-22 01:00:00,1,28.0,Middle Aged
38498,38499,2024-05-23 03:00:00,2024-05-23 02:00:00,23-05-24 14:20,Chennai,149,ROBBERY,48,F,Knife,Violent Crime,17,Yes,2024-02-08 03:00:00,1,-105.0,Middle Aged
38499,38500,2024-05-24 08:00:00,2024-05-23 03:00:00,24-05-24 2:35,Meerut,378,KIDNAPPING,48,F,Poison,Other Crime,11,Yes,2024-07-30 08:00:00,1,67.0,Middle Aged
38500,38501,2024-05-24 10:00:00,2024-05-23 04:00:00,23-05-24 12:36,Ahmedabad,573,IDENTITY THEFT,19,F,Firearm,Violent Crime,3,No,,0,,Young Adult
38503,38504,2024-05-25 16:00:00,2024-05-23 07:00:00,24-05-24 6:47,Jaipur,388,CYBERCRIME,54,F,UNKNOWN,Other Crime,11,Yes,2024-08-15 16:00:00,1,82.0,Middle Aged
38505,38506,2024-05-23 19:00:00,2024-05-23 09:00:00,23-05-24 12:26,Bangalore,583,TRAFFIC VIOLATION,17,F,Blunt Object,Traffic Fatality,1,Yes,2024-06-18 19:00:00,1,26.0,Minor
38506,38507,2024-05-23 17:00:00,2024-05-23 10:00:00,23-05-24 17:21,Delhi,325,TRAFFIC VIOLATION,11,F,Knife,Traffic Fatality,7,Yes,2024-06-19 17:00:00,1,27.0,Minor
38507,38508,2024-05-25 19:00:00,2024-05-23 11:00:00,23-05-24 23:26,Kolkata,168,FRAUD,29,F,Other,Other Crime,15,Yes,2024-12-07 19:00:00,1,196.0,Young Adult
38508,38509,2024-05-23 17:00:00,2024-05-23 12:00:00,23-05-24 15:36,Meerut,422,DOMESTIC VIOLENCE,42,F,Firearm,Violent Crime,16,Yes,2024-06-21 17:00:00,1,29.0,Adult
38509,38510,2024-05-25 02:00:00,2024-05-23 13:00:00,24-05-24 6:45,Kolkata,224,FIREARM OFFENSE,76,F,Poison,Fire Accident,5,No,,0,,Senior
38510,38511,2024-05-24 03:00:00,2024-05-23 14:00:00,23-05-24 16:20,Chennai,298,CYBERCRIME,12,F,Explosives,Other Crime,17,Yes,2024-07-21 03:00:00,1,58.0,Minor
38513,38514,2024-05-25 02:00:00,2024-05-23 17:00:00,24-05-24 9:21,Kalyan,283,KIDNAPPING,18,F,Other,Other Crime,12,No,,0,,Young Adult
38515,38516,2024-05-24 02:00:00,2024-05-23 19:00:00,24-05-24 15:48,Bhopal,194,ASSAULT,35,F,UNKNOWN,Violent Crime,1,Yes,2024-12-06 02:00:00,1,196.0,Adult
38519,38520,2024-05-24 18:00:00,2024-05-23 23:00:00,24-05-24 18:21,Mumbai,395,SHOPLIFTING,61,F,UNKNOWN,Other Crime,9,Yes,2024-12-08 18:00:00,1,198.0,Senior
38520,38521,2024-05-26 21:00:00,2024-05-24 00:00:00,24-05-24 16:41,Jaipur,323,VEHICLE - STOLEN,34,F,Knife,Violent Crime,10,Yes,2024-08-18 21:00:00,1,84.0,Adult
38521,38522,2024-05-24 18:00:00,2024-05-24 01:00:00,24-05-24 8:28,Thane,147,DOMESTIC VIOLENCE,46,F,Knife,Violent Crime,12,Yes,2024-05-07 18:00:00,1,-17.0,Middle Aged
38523,38524,2024-05-24 22:00:00,2024-05-24 03:00:00,24-05-24 4:55,Ahmedabad,315,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,Yes,2024-07-26 22:00:00,1,63.0,Minor
38524,38525,2024-05-24 20:00:00,2024-05-24 04:00:00,24-05-24 16:47,Hyderabad,475,FIREARM OFFENSE,62,F,Knife,Fire Accident,13,No,,0,,Senior
38525,38526,2024-05-26 20:00:00,2024-05-24 05:00:00,24-05-24 15:21,Mumbai,122,SEXUAL ASSAULT,77,F,Poison,Violent Crime,17,No,,0,,Senior
38526,38527,2024-05-27 01:00:00,2024-05-24 06:00:00,24-05-24 18:49,Patna,244,ROBBERY,49,F,Blunt Object,Violent Crime,16,No,,0,,Middle Aged
38527,38528,2024-05-25 01:00:00,2024-05-24 07:00:00,24-05-24 16:58,Hyderabad,356,VEHICLE - STOLEN,46,F,Firearm,Violent Crime,3,No,,0,,Middle Aged
38528,38529,2024-05-24 09:00:00,2024-05-24 08:00:00,24-05-24 9:43,Surat,575,HOMICIDE,59,F,Other,Other Crime,4,No,,0,,Middle Aged
38530,38531,2024-05-25 06:00:00,2024-05-24 10:00:00,24-05-24 22:54,Mumbai,189,ASSAULT,20,F,Poison,Violent Crime,19,Yes,2024-01-07 06:00:00,1,-139.0,Young Adult
38532,38533,2024-05-25 08:00:00,2024-05-24 12:00:00,25-05-24 6:57,Chennai,442,SEXUAL ASSAULT,17,F,Explosives,Violent Crime,1,Yes,2025-01-23 08:00:00,1,243.0,Minor
38534,38535,2024-05-26 16:00:00,2024-05-24 14:00:00,24-05-24 15:15,Chennai,397,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,2,No,,0,,Adult
38535,38536,2024-05-24 23:00:00,2024-05-24 15:00:00,24-05-24 19:16,Jaipur,191,DRUG OFFENSE,29,F,Firearm,Other Crime,15,No,,0,,Young Adult
38538,38539,2024-05-27 03:00:00,2024-05-24 18:00:00,25-05-24 12:12,Pune,308,VEHICLE - STOLEN,48,F,Knife,Violent Crime,7,No,,0,,Middle Aged
38540,38541,2024-05-27 06:00:00,2024-05-24 20:00:00,25-05-24 16:41,Hyderabad,187,PUBLIC INTOXICATION,60,F,Knife,Other Crime,2,No,,0,,Middle Aged
38541,38542,2024-05-25 18:00:00,2024-05-24 21:00:00,25-05-24 1:54,Hyderabad,299,KIDNAPPING,29,F,Blunt Object,Other Crime,5,No,,0,,Young Adult
38542,38543,2024-05-26 01:00:00,2024-05-24 22:00:00,25-05-24 7:04,Pune,325,SEXUAL ASSAULT,29,F,Explosives,Violent Crime,12,Yes,2025-05-03 01:00:00,1,342.0,Young Adult
38543,38544,2024-05-26 19:00:00,2024-05-24 23:00:00,25-05-24 17:57,Ahmedabad,347,BURGLARY,15,F,Other,Other Crime,16,No,,0,,Minor
38545,38546,2024-05-27 00:00:00,2024-05-25 01:00:00,25-05-24 14:08,Hyderabad,421,ASSAULT,25,F,Explosives,Violent Crime,15,No,,0,,Young Adult
38546,38547,2024-05-25 12:00:00,2024-05-25 02:00:00,25-05-24 22:53,Bangalore,137,IDENTITY THEFT,11,F,Other,Violent Crime,1,Yes,2024-02-06 12:00:00,1,-109.0,Minor
38547,38548,2024-05-25 18:00:00,2024-05-25 03:00:00,25-05-24 13:54,Mumbai,560,KIDNAPPING,74,F,Blunt Object,Other Crime,9,No,,0,,Senior
38548,38549,2024-05-25 18:00:00,2024-05-25 04:00:00,25-05-24 21:04,Visakhapatnam,545,EXTORTION,33,F,Firearm,Other Crime,13,No,,0,,Adult
38549,38550,2024-05-27 09:00:00,2024-05-25 05:00:00,25-05-24 20:34,Hyderabad,257,VEHICLE - STOLEN,43,F,Firearm,Violent Crime,17,Yes,2024-12-06 09:00:00,1,193.0,Adult
38550,38551,2024-05-25 17:00:00,2024-05-25 06:00:00,25-05-24 12:53,Hyderabad,240,COUNTERFEITING,26,F,UNKNOWN,Other Crime,18,Yes,2024-08-18 17:00:00,1,85.0,Young Adult
38551,38552,2024-05-27 11:00:00,2024-05-25 07:00:00,26-05-24 1:32,Faridabad,158,ROBBERY,76,F,UNKNOWN,Violent Crime,12,No,,0,,Senior
38552,38553,2024-05-28 00:00:00,2024-05-25 08:00:00,25-05-24 8:22,Kolkata,375,DOMESTIC VIOLENCE,65,F,Blunt Object,Violent Crime,4,Yes,2024-06-17 00:00:00,1,20.0,Senior
38554,38555,2024-05-26 15:00:00,2024-05-25 10:00:00,26-05-24 3:35,Ahmedabad,463,ARSON,69,F,Blunt Object,Fire Accident,10,No,,0,,Senior
38555,38556,2024-05-27 04:00:00,2024-05-25 11:00:00,25-05-24 17:28,Chennai,254,SEXUAL ASSAULT,46,F,Poison,Violent Crime,4,No,,0,,Middle Aged
38558,38559,2024-05-26 20:00:00,2024-05-25 14:00:00,26-05-24 10:58,Varanasi,152,HOMICIDE,38,F,Knife,Other Crime,4,Yes,2025-10-21 20:00:00,1,513.0,Adult
38560,38561,2024-05-26 05:00:00,2024-05-25 16:00:00,26-05-24 11:07,Pune,442,KIDNAPPING,67,F,Poison,Other Crime,13,No,,0,,Senior
38561,38562,2024-05-27 12:00:00,2024-05-25 17:00:00,26-05-24 13:58,Kolkata,276,DRUG OFFENSE,56,F,Knife,Other Crime,13,Yes,2024-07-18 12:00:00,1,52.0,Middle Aged
38562,38563,2024-05-26 22:00:00,2024-05-25 18:00:00,25-05-24 22:14,Jaipur,204,VANDALISM,42,F,Blunt Object,Other Crime,3,No,,0,,Adult
38564,38565,2024-05-28 11:00:00,2024-05-25 20:00:00,26-05-24 15:39,Mumbai,139,VANDALISM,58,F,Blunt Object,Other Crime,13,No,,0,,Middle Aged
38565,38566,2024-05-27 12:00:00,2024-05-25 21:00:00,26-05-24 9:56,Jaipur,476,IDENTITY THEFT,27,F,UNKNOWN,Violent Crime,5,Yes,2024-12-06 12:00:00,1,193.0,Young Adult
38566,38567,2024-05-26 17:00:00,2024-05-25 22:00:00,26-05-24 0:21,Visakhapatnam,183,CYBERCRIME,14,F,Knife,Other Crime,19,No,,0,,Minor
38567,38568,2024-05-28 13:00:00,2024-05-25 23:00:00,26-05-24 22:45,Surat,235,BURGLARY,36,F,Blunt Object,Other Crime,8,No,,0,,Adult
38568,38569,2024-05-28 21:00:00,2024-05-26 00:00:00,26-05-24 0:36,Surat,576,ILLEGAL POSSESSION,30,F,Knife,Other Crime,16,Yes,2024-06-08 21:00:00,1,11.0,Young Adult
38570,38571,2024-05-28 21:00:00,2024-05-26 02:00:00,27-05-24 0:47,Ludhiana,544,COUNTERFEITING,48,F,Other,Other Crime,6,No,,0,,Middle Aged
38571,38572,2024-05-27 02:00:00,2024-05-26 03:00:00,26-05-24 14:07,Ahmedabad,317,DOMESTIC VIOLENCE,18,F,Blunt Object,Violent Crime,6,No,,0,,Young Adult
38572,38573,2024-05-27 08:00:00,2024-05-26 04:00:00,26-05-24 6:54,Kanpur,518,PUBLIC INTOXICATION,57,F,UNKNOWN,Other Crime,14,Yes,2024-02-06 08:00:00,1,-111.0,Middle Aged
38573,38574,2024-05-27 04:00:00,2024-05-26 05:00:00,26-05-24 17:16,Pune,155,SHOPLIFTING,17,F,Knife,Other Crime,15,No,,0,,Minor
38577,38578,2024-05-26 23:00:00,2024-05-26 09:00:00,26-05-24 18:29,Patna,191,PUBLIC INTOXICATION,68,F,Blunt Object,Other Crime,8,No,,0,,Senior
38578,38579,2024-05-27 10:00:00,2024-05-26 10:00:00,26-05-24 14:03,Delhi,535,VEHICLE - STOLEN,51,F,Blunt Object,Violent Crime,15,Yes,2024-03-06 10:00:00,1,-82.0,Middle Aged
38582,38583,2024-05-29 12:00:00,2024-05-26 14:00:00,26-05-24 14:08,Mumbai,473,ASSAULT,50,F,Other,Violent Crime,3,Yes,2024-07-23 12:00:00,1,55.0,Middle Aged
38584,38585,2024-05-28 17:00:00,2024-05-26 16:00:00,26-05-24 16:17,Lucknow,491,COUNTERFEITING,69,F,Other,Other Crime,19,No,,0,,Senior
38585,38586,2024-05-28 05:00:00,2024-05-26 17:00:00,26-05-24 21:34,Delhi,496,IDENTITY THEFT,77,F,Other,Violent Crime,6,Yes,2024-07-06 05:00:00,1,39.0,Senior
38586,38587,2024-05-29 00:00:00,2024-05-26 18:00:00,27-05-24 7:03,Mumbai,381,EXTORTION,67,F,Blunt Object,Other Crime,4,No,,0,,Senior
38588,38589,2024-05-29 05:00:00,2024-05-26 20:00:00,27-05-24 19:28,Mumbai,429,FRAUD,73,F,Knife,Other Crime,2,Yes,2024-10-07 05:00:00,1,131.0,Senior
38589,38590,2024-05-28 21:00:00,2024-05-26 21:00:00,27-05-24 11:58,Kolkata,267,FIREARM OFFENSE,74,F,UNKNOWN,Fire Accident,12,Yes,2024-08-24 21:00:00,1,88.0,Senior
38590,38591,2024-05-28 04:00:00,2024-05-26 22:00:00,26-05-24 23:43,Bangalore,229,TRAFFIC VIOLATION,39,F,Blunt Object,Traffic Fatality,7,No,,0,,Adult
38591,38592,2024-05-27 22:00:00,2024-05-26 23:00:00,27-05-24 3:26,Mumbai,262,VANDALISM,36,F,UNKNOWN,Other Crime,12,No,,0,,Adult
38593,38594,2024-05-29 03:00:00,2024-05-27 01:00:00,27-05-24 6:22,Rajkot,209,PUBLIC INTOXICATION,16,F,UNKNOWN,Other Crime,5,Yes,2024-06-27 03:00:00,1,29.0,Minor
38595,38596,2024-05-27 17:00:00,2024-05-27 03:00:00,27-05-24 17:09,Rajkot,382,EXTORTION,21,F,Explosives,Other Crime,6,No,,0,,Young Adult
38596,38597,2024-05-30 00:00:00,2024-05-27 04:00:00,27-05-24 18:03,Jaipur,196,FIREARM OFFENSE,41,F,UNKNOWN,Fire Accident,11,No,,0,,Adult
38597,38598,2024-05-29 07:00:00,2024-05-27 05:00:00,27-05-24 10:21,Mumbai,168,ROBBERY,56,F,Blunt Object,Violent Crime,7,Yes,2024-08-24 07:00:00,1,87.0,Middle Aged
38598,38599,2024-05-27 08:00:00,2024-05-27 06:00:00,27-05-24 20:21,Mumbai,142,SHOPLIFTING,48,F,Poison,Other Crime,1,Yes,2024-03-06 08:00:00,1,-82.0,Middle Aged
38601,38602,2024-05-28 06:00:00,2024-05-27 09:00:00,27-05-24 15:57,Bhopal,210,PUBLIC INTOXICATION,77,F,Firearm,Other Crime,15,No,,0,,Senior
38602,38603,2024-05-29 10:00:00,2024-05-27 10:00:00,27-05-24 19:16,Agra,569,IDENTITY THEFT,12,F,Explosives,Violent Crime,7,Yes,2024-02-07 10:00:00,1,-112.0,Minor
38603,38604,2024-05-29 07:00:00,2024-05-27 11:00:00,28-05-24 5:39,Mumbai,558,EXTORTION,33,F,Blunt Object,Other Crime,6,No,,0,,Adult
38604,38605,2024-05-29 12:00:00,2024-05-27 12:00:00,27-05-24 20:33,Pune,221,SHOPLIFTING,76,F,Blunt Object,Other Crime,19,No,,0,,Senior
38605,38606,2024-05-29 13:00:00,2024-05-27 13:00:00,28-05-24 11:06,Vasai,580,ASSAULT,38,F,Other,Violent Crime,8,No,,0,,Adult
38606,38607,2024-05-30 06:00:00,2024-05-27 14:00:00,28-05-24 0:52,Delhi,231,VANDALISM,23,F,Knife,Other Crime,1,No,,0,,Young Adult
38607,38608,2024-05-27 20:00:00,2024-05-27 15:00:00,28-05-24 4:14,Chennai,157,PUBLIC INTOXICATION,26,F,Other,Other Crime,19,Yes,2024-10-06 20:00:00,1,132.0,Young Adult
38609,38610,2024-05-29 06:00:00,2024-05-27 17:00:00,28-05-24 7:33,Ahmedabad,577,DOMESTIC VIOLENCE,14,F,Knife,Violent Crime,18,No,,0,,Minor
38610,38611,2024-05-30 13:00:00,2024-05-27 18:00:00,28-05-24 8:05,Delhi,118,SHOPLIFTING,73,F,Firearm,Other Crime,15,No,,0,,Senior
38611,38612,2024-05-28 16:00:00,2024-05-27 19:00:00,28-05-24 16:08,Lucknow,516,EXTORTION,76,F,UNKNOWN,Other Crime,19,Yes,2024-08-08 16:00:00,1,72.0,Senior
38612,38613,2024-05-29 13:00:00,2024-05-27 20:00:00,28-05-24 19:43,Bhopal,129,SEXUAL ASSAULT,60,F,Other,Violent Crime,15,No,,0,,Middle Aged
38613,38614,2024-05-28 18:00:00,2024-05-27 21:00:00,27-05-24 23:22,Hyderabad,237,KIDNAPPING,37,F,Poison,Other Crime,2,No,,0,,Adult
38618,38619,2024-05-29 07:00:00,2024-05-28 02:00:00,28-05-24 11:16,Faridabad,109,COUNTERFEITING,75,F,UNKNOWN,Other Crime,16,No,,0,,Senior
38620,38621,2024-05-29 13:00:00,2024-05-28 04:00:00,28-05-24 4:04,Patna,247,SHOPLIFTING,73,F,Knife,Other Crime,14,Yes,2024-07-25 13:00:00,1,57.0,Senior
