,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
36830,36831,2024-03-15 10:00:00,2024-03-14 14:00:00,Lucknow,Violent Crime,DOMESTIC VIOLENCE,21,Young Adult,F,Other,7,1,112.0
36831,36832,2024-03-15 10:00:00,2024-03-14 15:00:00,Mumbai,Fire Accident,FIREARM OFFENSE,15,Minor,F,Blunt Object,2,0,
36832,36833,2024-03-15 13:00:00,2024-03-14 16:00:00,Delhi,Violent Crime,IDENTITY THEFT,18,Young Adult,F,Blunt Object,15,0,
36833,36834,2024-03-15 16:00:00,2024-03-14 17:00:00,Kanpur,Violent Crime,VEHICLE - STOLEN,49,Middle Aged,F,Explosives,6,1,44.0
36834,36835,2024-03-15 01:00:00,2024-03-14 18:00:00,Mumbai,Other Crime,SHOPLIFTING,48,Middle Aged,M,Explosives,12,1,37.0
36835,36836,2024-03-15 18:00:00,2024-03-14 19:00:00,Mumbai,Fire Accident,FIREARM OFFENSE,16,Minor,M,UNKNOWN,6,1,144.0
36836,36837,2024-03-17 07:00:00,2024-03-14 20:00:00,Kanpur,Violent Crime,VEHICLE - STOLEN,10,Minor,M,Firearm,10,1,-13.0
36837,36838,2024-03-16 07:00:00,2024-03-14 21:00:00,Lucknow,Violent Crime,ASSAULT,69,Senior,F,Poison,4,0,
36838,36839,2024-03-14 23:00:00,2024-03-14 22:00:00,Bangalore,Violent Crime,IDENTITY THEFT,19,Young Adult,F,Blunt Object,4,0,
36839,36840,2024-03-15 00:00:00,2024-03-14 23:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,24,Young Adult,M,Other,14,1,111.0
36840,36841,2024-03-15 19:00:00,2024-03-15 00:00:00,Hyderabad,Fire Accident,ARSON,12,Minor,F,Knife,1,0,
36841,36842,2024-03-17 06:00:00,2024-03-15 01:00:00,Delhi,Other Crime,CYBERCRIME,70,Senior,F,Blunt Object,15,1,29.0
36842,36843,2024-03-16 12:00:00,2024-03-15 02:00:00,Rajkot,Violent Crime,VEHICLE - STOLEN,12,Minor,M,Firearm,5,1,64.0
36843,36844,2024-03-17 03:00:00,2024-03-15 03:00:00,Faridabad,Violent Crime,IDENTITY THEFT,22,Young Adult,M,Other,18,0,
36844,36845,2024-03-17 07:00:00,2024-03-15 04:00:00,Visakhapatnam,Other Crime,CYBERCRIME,22,Young Adult,M,UNKNOWN,18,1,32.0
36845,36846,2024-03-16 12:00:00,2024-03-15 05:00:00,Meerut,Other Crime,ILLEGAL POSSESSION,30,Young Adult,M,Poison,7,1,141.0
36846,36847,2024-03-17 05:00:00,2024-03-15 06:00:00,Mumbai,Violent Crime,ROBBERY,75,Senior,M,Blunt Object,8,0,
36847,36848,2024-03-15 09:00:00,2024-03-15 07:00:00,Ahmedabad,Traffic Fatality,TRAFFIC VIOLATION,16,Minor,F,Explosives,18,0,
36848,36849,2024-03-18 00:00:00,2024-03-15 08:00:00,Hyderabad,Other Crime,DRUG OFFENSE,60,Middle Aged,F,Poison,5,0,
36849,36850,2024-03-15 12:00:00,2024-03-15 09:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,40,Adult,M,Blunt Object,5,1,443.0
36850,36851,2024-03-15 13:00:00,2024-03-15 10:00:00,Thane,Violent Crime,IDENTITY THEFT,45,Adult,F,UNKNOWN,17,1,264.0
36851,36852,2024-03-16 16:00:00,2024-03-15 11:00:00,Delhi,Other Crime,COUNTERFEITING,60,Middle Aged,F,Knife,3,1,43.0
36852,36853,2024-03-17 11:00:00,2024-03-15 12:00:00,Nagpur,Violent Crime,IDENTITY THEFT,20,Young Adult,F,Firearm,3,1,35.0
36853,36854,2024-03-17 02:00:00,2024-03-15 13:00:00,Delhi,Other Crime,FRAUD,51,Middle Aged,F,Poison,13,1,19.0
36854,36855,2024-03-18 00:00:00,2024-03-15 14:00:00,Nagpur,Violent Crime,VEHICLE - STOLEN,39,Adult,F,Blunt Object,9,0,
36855,36856,2024-03-17 15:00:00,2024-03-15 15:00:00,Mumbai,Fire Accident,ARSON,58,Middle Aged,M,Poison,18,0,
36856,36857,2024-03-16 06:00:00,2024-03-15 16:00:00,Bhopal,Other Crime,COUNTERFEITING,50,Middle Aged,F,Knife,9,0,
36857,36858,2024-03-18 14:00:00,2024-03-15 17:00:00,Delhi,Violent Crime,ROBBERY,37,Adult,F,UNKNOWN,17,1,87.0
36858,36859,2024-03-17 06:00:00,2024-03-15 18:00:00,Jaipur,Other Crime,EXTORTION,19,Young Adult,M,UNKNOWN,8,0,
36859,36860,2024-03-18 17:00:00,2024-03-15 19:00:00,Delhi,Other Crime,HOMICIDE,32,Adult,F,Firearm,11,1,651.0
36860,36861,2024-03-17 03:00:00,2024-03-15 20:00:00,Ghaziabad,Other Crime,VANDALISM,68,Senior,F,UNKNOWN,18,0,
36861,36862,2024-03-16 17:00:00,2024-03-15 21:00:00,Agra,Traffic Fatality,TRAFFIC VIOLATION,22,Young Adult,F,Firearm,7,1,5.0
36862,36863,2024-03-18 10:00:00,2024-03-15 22:00:00,Kanpur,Violent Crime,ROBBERY,23,Young Adult,F,Poison,6,0,
36863,36864,2024-03-17 01:00:00,2024-03-15 23:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,10,Minor,M,Knife,10,1,13.0
36864,36865,2024-03-17 08:00:00,2024-03-16 00:00:00,Delhi,Other Crime,EXTORTION,73,Senior,F,UNKNOWN,7,1,63.0
36865,36866,2024-03-17 04:00:00,2024-03-16 01:00:00,Pune,Fire Accident,FIREARM OFFENSE,25,Young Adult,F,Poison,4,1,39.0
36866,36867,2024-03-16 22:00:00,2024-03-16 02:00:00,Bangalore,Other Crime,FRAUD,23,Young Adult,M,Poison,7,1,202.0
36867,36868,2024-03-16 17:00:00,2024-03-16 03:00:00,Delhi,Other Crime,SHOPLIFTING,41,Adult,F,Blunt Object,11,1,-71.0
36868,36869,2024-03-18 21:00:00,2024-03-16 04:00:00,Chennai,Violent Crime,ROBBERY,16,Minor,F,UNKNOWN,8,0,
36869,36870,2024-03-18 03:00:00,2024-03-16 05:00:00,Hyderabad,Other Crime,BURGLARY,34,Adult,M,Blunt Object,9,0,
36870,36871,2024-03-17 19:00:00,2024-03-16 06:00:00,Hyderabad,Other Crime,SHOPLIFTING,39,Adult,F,Poison,2,0,
36871,36872,2024-03-17 14:00:00,2024-03-16 07:00:00,Patna,Violent Crime,SEXUAL ASSAULT,18,Young Adult,F,Firearm,3,1,298.0
36872,36873,2024-03-18 20:00:00,2024-03-16 08:00:00,Pune,Other Crime,KIDNAPPING,17,Minor,F,Explosives,3,1,-42.0
36873,36874,2024-03-18 22:00:00,2024-03-16 09:00:00,Meerut,Violent Crime,DOMESTIC VIOLENCE,44,Adult,F,Knife,2,0,
36874,36875,2024-03-16 18:00:00,2024-03-16 10:00:00,Mumbai,Other Crime,KIDNAPPING,51,Middle Aged,F,Knife,8,1,-39.0
36875,36876,2024-03-18 13:00:00,2024-03-16 11:00:00,Lucknow,Other Crime,HOMICIDE,79,Senior,F,Knife,18,0,
36876,36877,2024-03-18 04:00:00,2024-03-16 12:00:00,Ahmedabad,Violent Crime,ASSAULT,75,Senior,F,Explosives,3,0,
36877,36878,2024-03-18 12:00:00,2024-03-16 13:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,57,Middle Aged,F,Other,17,1,48.0
36878,36879,2024-03-18 16:00:00,2024-03-16 14:00:00,Ahmedabad,Other Crime,FRAUD,16,Minor,F,Other,14,1,31.0
36879,36880,2024-03-19 10:00:00,2024-03-16 15:00:00,Kanpur,Other Crime,VANDALISM,16,Minor,F,Blunt Object,10,1,7.0
36880,36881,2024-03-18 22:00:00,2024-03-16 16:00:00,Bangalore,Other Crime,KIDNAPPING,24,Young Adult,F,UNKNOWN,2,0,
36881,36882,2024-03-19 14:00:00,2024-03-16 17:00:00,Kanpur,Other Crime,ILLEGAL POSSESSION,20,Young Adult,F,Poison,5,1,65.0
36882,36883,2024-03-19 13:00:00,2024-03-16 18:00:00,Mumbai,Other Crime,VANDALISM,14,Minor,F,UNKNOWN,8,1,28.0
36883,36884,2024-03-17 07:00:00,2024-03-16 19:00:00,Mumbai,Violent Crime,IDENTITY THEFT,21,Young Adult,M,Poison,9,0,
36884,36885,2024-03-19 07:00:00,2024-03-16 20:00:00,Pune,Violent Crime,IDENTITY THEFT,39,Adult,F,Explosives,2,0,
36885,36886,2024-03-19 06:00:00,2024-03-16 21:00:00,Hyderabad,Other Crime,HOMICIDE,67,Senior,M,Firearm,13,1,215.0
36886,36887,2024-03-17 07:00:00,2024-03-16 22:00:00,Mumbai,Fire Accident,ARSON,15,Minor,F,Explosives,11,1,49.0
36887,36888,2024-03-18 10:00:00,2024-03-16 23:00:00,Patna,Other Crime,SHOPLIFTING,70,Senior,F,Firearm,15,1,-41.0
36888,36889,2024-03-17 04:00:00,2024-03-17 00:00:00,Chennai,Other Crime,KIDNAPPING,61,Senior,M,UNKNOWN,18,0,
36889,36890,2024-03-18 06:00:00,2024-03-17 01:00:00,Kolkata,Other Crime,BURGLARY,59,Middle Aged,M,Explosives,9,0,
36890,36891,2024-03-18 19:00:00,2024-03-17 02:00:00,Kolkata,Other Crime,PUBLIC INTOXICATION,27,Young Adult,F,Firearm,1,0,
36891,36892,2024-03-18 12:00:00,2024-03-17 03:00:00,Chennai,Other Crime,CYBERCRIME,60,Middle Aged,F,Explosives,3,1,261.0
36892,36893,2024-03-19 10:00:00,2024-03-17 04:00:00,Ahmedabad,Other Crime,EXTORTION,18,Young Adult,F,Poison,3,1,11.0
36893,36894,2024-03-19 06:00:00,2024-03-17 05:00:00,Delhi,Other Crime,HOMICIDE,43,Adult,M,UNKNOWN,17,0,
36894,36895,2024-03-19 08:00:00,2024-03-17 06:00:00,Indore,Other Crime,VANDALISM,53,Middle Aged,F,Firearm,13,1,73.0
36895,36896,2024-03-17 19:00:00,2024-03-17 07:00:00,Ghaziabad,Other Crime,CYBERCRIME,68,Senior,F,Firearm,9,1,64.0
36896,36897,2024-03-19 14:00:00,2024-03-17 08:00:00,Kolkata,Violent Crime,SEXUAL ASSAULT,44,Adult,F,Knife,10,0,
36897,36898,2024-03-19 20:00:00,2024-03-17 09:00:00,Mumbai,Other Crime,CYBERCRIME,17,Minor,F,Blunt Object,6,1,70.0
36898,36899,2024-03-17 16:00:00,2024-03-17 10:00:00,Surat,Other Crime,BURGLARY,76,Senior,F,Explosives,17,1,129.0
36899,36900,2024-03-18 20:00:00,2024-03-17 11:00:00,Chennai,Other Crime,PUBLIC INTOXICATION,11,Minor,M,Explosives,13,0,
36900,36901,2024-03-17 17:00:00,2024-03-17 12:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,78,Senior,M,Knife,3,0,
36901,36902,2024-03-19 13:00:00,2024-03-17 13:00:00,Pune,Other Crime,BURGLARY,39,Adult,M,Poison,14,1,178.0
36902,36903,2024-03-20 02:00:00,2024-03-17 14:00:00,Hyderabad,Other Crime,VANDALISM,65,Senior,F,Knife,5,0,
36903,36904,2024-03-20 00:00:00,2024-03-17 15:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,42,Adult,M,Poison,11,1,261.0
36904,36905,2024-03-19 01:00:00,2024-03-17 16:00:00,Mumbai,Other Crime,KIDNAPPING,36,Adult,M,Blunt Object,14,1,-44.0
36905,36906,2024-03-17 20:00:00,2024-03-17 17:00:00,Hyderabad,Violent Crime,ROBBERY,35,Adult,M,Firearm,16,1,113.0
36906,36907,2024-03-18 07:00:00,2024-03-17 18:00:00,Mumbai,Other Crime,CYBERCRIME,46,Middle Aged,F,Knife,7,0,
36907,36908,2024-03-19 11:00:00,2024-03-17 19:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,11,Minor,F,Knife,8,1,35.0
36908,36909,2024-03-20 01:00:00,2024-03-17 20:00:00,Kolkata,Fire Accident,ARSON,53,Middle Aged,F,Firearm,8,0,
36909,36910,2024-03-20 09:00:00,2024-03-17 21:00:00,Bangalore,Violent Crime,SEXUAL ASSAULT,36,Adult,F,Knife,19,1,425.0
36910,36911,2024-03-18 10:00:00,2024-03-17 22:00:00,Thane,Other Crime,KIDNAPPING,73,Senior,F,Blunt Object,7,0,
36911,36912,2024-03-19 11:00:00,2024-03-17 23:00:00,Thane,Other Crime,SHOPLIFTING,79,Senior,M,Other,1,0,
36912,36913,2024-03-18 08:00:00,2024-03-18 00:00:00,Chennai,Traffic Fatality,TRAFFIC VIOLATION,61,Senior,M,Poison,11,1,28.0
36913,36914,2024-03-18 21:00:00,2024-03-18 01:00:00,Mumbai,Other Crime,COUNTERFEITING,30,Young Adult,F,UNKNOWN,14,1,63.0
36914,36915,2024-03-20 10:00:00,2024-03-18 02:00:00,Meerut,Other Crime,COUNTERFEITING,28,Young Adult,F,Knife,13,0,
36915,36916,2024-03-18 11:00:00,2024-03-18 03:00:00,Lucknow,Violent Crime,ROBBERY,63,Senior,F,Blunt Object,4,0,
36916,36917,2024-03-20 05:00:00,2024-03-18 04:00:00,Bangalore,Other Crime,SHOPLIFTING,24,Young Adult,M,UNKNOWN,11,0,
36917,36918,2024-03-20 21:00:00,2024-03-18 05:00:00,Hyderabad,Other Crime,DRUG OFFENSE,78,Senior,F,Poison,2,0,
36918,36919,2024-03-19 09:00:00,2024-03-18 06:00:00,Bhopal,Fire Accident,ARSON,34,Adult,F,Blunt Object,18,0,
36919,36920,2024-03-20 08:00:00,2024-03-18 07:00:00,Mumbai,Other Crime,HOMICIDE,71,Senior,F,Knife,14,1,301.0
36920,36921,2024-03-20 00:00:00,2024-03-18 08:00:00,Delhi,Other Crime,SHOPLIFTING,78,Senior,F,Firearm,3,0,
36921,36922,2024-03-20 10:00:00,2024-03-18 09:00:00,Chennai,Violent Crime,VEHICLE - STOLEN,68,Senior,F,Knife,16,0,
36922,36923,2024-03-18 15:00:00,2024-03-18 10:00:00,Bhopal,Fire Accident,ARSON,11,Minor,F,Explosives,1,1,11.0
36923,36924,2024-03-19 05:00:00,2024-03-18 11:00:00,Kanpur,Other Crime,EXTORTION,38,Adult,M,Firearm,6,1,64.0
36924,36925,2024-03-20 17:00:00,2024-03-18 12:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,73,Senior,F,UNKNOWN,13,1,170.0
36925,36926,2024-03-20 22:00:00,2024-03-18 13:00:00,Hyderabad,Violent Crime,VEHICLE - STOLEN,78,Senior,F,Blunt Object,15,1,7.0
36926,36927,2024-03-18 16:00:00,2024-03-18 14:00:00,Bangalore,Violent Crime,ROBBERY,11,Minor,F,Knife,6,1,96.0
36927,36928,2024-03-20 05:00:00,2024-03-18 15:00:00,Bangalore,Violent Crime,IDENTITY THEFT,40,Adult,M,Poison,1,1,35.0
36928,36929,2024-03-21 02:00:00,2024-03-18 16:00:00,Lucknow,Other Crime,PUBLIC INTOXICATION,19,Young Adult,F,Poison,16,0,
36929,36930,2024-03-20 18:00:00,2024-03-18 17:00:00,Bangalore,Violent Crime,IDENTITY THEFT,66,Senior,F,Knife,6,0,
36930,36931,2024-03-21 07:00:00,2024-03-18 18:00:00,Kalyan,Violent Crime,ASSAULT,39,Adult,F,Other,19,1,-77.0
36931,36932,2024-03-21 10:00:00,2024-03-18 19:00:00,Agra,Other Crime,CYBERCRIME,44,Adult,F,Knife,15,1,33.0
36932,36933,2024-03-20 19:00:00,2024-03-18 20:00:00,Srinagar,Violent Crime,ROBBERY,49,Middle Aged,F,UNKNOWN,2,0,
36933,36934,2024-03-21 20:00:00,2024-03-18 21:00:00,Ghaziabad,Other Crime,DRUG OFFENSE,47,Middle Aged,F,Knife,5,0,
36934,36935,2024-03-20 10:00:00,2024-03-18 22:00:00,Delhi,Other Crime,BURGLARY,59,Middle Aged,M,Poison,17,0,
36935,36936,2024-03-21 01:00:00,2024-03-18 23:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,64,Senior,F,Explosives,9,0,
36936,36937,2024-03-21 02:00:00,2024-03-19 00:00:00,Delhi,Other Crime,HOMICIDE,42,Adult,F,Poison,4,0,
36937,36938,2024-03-19 05:00:00,2024-03-19 01:00:00,Bangalore,Other Crime,DRUG OFFENSE,12,Minor,F,Poison,4,1,109.0
36938,36939,2024-03-21 06:00:00,2024-03-19 02:00:00,Nagpur,Violent Crime,ROBBERY,33,Adult,F,Explosives,10,0,
36939,36940,2024-03-19 06:00:00,2024-03-19 03:00:00,Srinagar,Other Crime,FRAUD,56,Middle Aged,M,Explosives,14,1,70.0
36940,36941,2024-03-21 23:00:00,2024-03-19 04:00:00,Kolkata,Violent Crime,IDENTITY THEFT,74,Senior,F,Blunt Object,5,0,
36941,36942,2024-03-20 10:00:00,2024-03-19 05:00:00,Bangalore,Other Crime,HOMICIDE,38,Adult,M,Poison,13,0,
36942,36943,2024-03-19 22:00:00,2024-03-19 06:00:00,Patna,Other Crime,COUNTERFEITING,66,Senior,F,Other,15,1,7.0
36943,36944,2024-03-21 12:00:00,2024-03-19 07:00:00,Hyderabad,Other Crime,ILLEGAL POSSESSION,15,Minor,F,Explosives,13,0,
36944,36945,2024-03-21 17:00:00,2024-03-19 08:00:00,Chennai,Other Crime,BURGLARY,62,Senior,F,Explosives,17,1,-76.0
36945,36946,2024-03-20 03:00:00,2024-03-19 09:00:00,Varanasi,Violent Crime,SEXUAL ASSAULT,54,Middle Aged,M,Blunt Object,8,0,
36946,36947,2024-03-19 20:00:00,2024-03-19 10:00:00,Srinagar,Other Crime,FRAUD,27,Young Adult,F,Other,3,0,
36947,36948,2024-03-20 00:00:00,2024-03-19 11:00:00,Thane,Other Crime,DRUG OFFENSE,66,Senior,F,Knife,11,0,
36948,36949,2024-03-21 02:00:00,2024-03-19 12:00:00,Delhi,Other Crime,DRUG OFFENSE,19,Young Adult,F,Knife,8,1,53.0
36949,36950,2024-03-21 14:00:00,2024-03-19 13:00:00,Chennai,Other Crime,KIDNAPPING,59,Middle Aged,F,Knife,3,0,
36950,36951,2024-03-20 00:00:00,2024-03-19 14:00:00,Visakhapatnam,Violent Crime,ROBBERY,28,Young Adult,M,Explosives,18,0,
36951,36952,2024-03-21 02:00:00,2024-03-19 15:00:00,Bangalore,Violent Crime,SEXUAL ASSAULT,68,Senior,F,Other,4,0,
36952,36953,2024-03-21 06:00:00,2024-03-19 16:00:00,Delhi,Other Crime,FRAUD,70,Senior,M,UNKNOWN,15,0,
36953,36954,2024-03-21 13:00:00,2024-03-19 17:00:00,Pune,Other Crime,SHOPLIFTING,17,Minor,F,Knife,2,1,105.0
36954,36955,2024-03-22 01:00:00,2024-03-19 18:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,16,Minor,F,Explosives,11,1,5.0
36955,36956,2024-03-22 18:00:00,2024-03-19 19:00:00,Patna,Other Crime,KIDNAPPING,62,Senior,M,Knife,12,0,
36956,36957,2024-03-19 22:00:00,2024-03-19 20:00:00,Lucknow,Other Crime,HOMICIDE,26,Young Adult,M,Poison,12,0,
36957,36958,2024-03-22 20:00:00,2024-03-19 21:00:00,Thane,Other Crime,HOMICIDE,57,Middle Aged,F,Poison,13,0,
36958,36959,2024-03-20 06:00:00,2024-03-19 22:00:00,Delhi,Other Crime,EXTORTION,76,Senior,F,Other,14,1,107.0
36959,36960,2024-03-20 18:00:00,2024-03-19 23:00:00,Delhi,Other Crime,SHOPLIFTING,53,Middle Aged,F,Explosives,19,0,
36960,36961,2024-03-20 17:00:00,2024-03-20 00:00:00,Chennai,Other Crime,SHOPLIFTING,20,Young Adult,F,Other,2,0,
36961,36962,2024-03-23 00:00:00,2024-03-20 01:00:00,Delhi,Fire Accident,ARSON,23,Young Adult,F,Other,3,0,
36962,36963,2024-03-20 10:00:00,2024-03-20 02:00:00,Mumbai,Other Crime,BURGLARY,54,Middle Aged,M,UNKNOWN,11,1,201.0
36963,36964,2024-03-22 15:00:00,2024-03-20 03:00:00,Kolkata,Other Crime,CYBERCRIME,49,Middle Aged,F,Blunt Object,14,0,
36964,36965,2024-03-20 10:00:00,2024-03-20 04:00:00,Kolkata,Other Crime,HOMICIDE,31,Adult,F,Firearm,18,1,494.0
36965,36966,2024-03-22 19:00:00,2024-03-20 05:00:00,Delhi,Other Crime,DRUG OFFENSE,21,Young Adult,F,Blunt Object,5,0,
36966,36967,2024-03-20 07:00:00,2024-03-20 06:00:00,Chennai,Violent Crime,ROBBERY,22,Young Adult,M,Explosives,3,1,39.0
36967,36968,2024-03-21 06:00:00,2024-03-20 07:00:00,Chennai,Other Crime,EXTORTION,37,Adult,F,Blunt Object,19,0,
36968,36969,2024-03-23 04:00:00,2024-03-20 08:00:00,Chennai,Other Crime,DRUG OFFENSE,37,Adult,F,UNKNOWN,1,0,
36969,36970,2024-03-22 19:00:00,2024-03-20 09:00:00,Kolkata,Other Crime,FRAUD,44,Adult,M,Poison,14,0,
36970,36971,2024-03-22 16:00:00,2024-03-20 10:00:00,Mumbai,Violent Crime,ROBBERY,39,Adult,F,UNKNOWN,12,1,91.0
36971,36972,2024-03-20 23:00:00,2024-03-20 11:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,73,Senior,F,Firearm,6,1,87.0
36972,36973,2024-03-22 21:00:00,2024-03-20 12:00:00,Lucknow,Other Crime,VANDALISM,31,Adult,F,Knife,4,0,
36973,36974,2024-03-21 04:00:00,2024-03-20 13:00:00,Pune,Other Crime,BURGLARY,73,Senior,F,Firearm,3,1,198.0
36974,36975,2024-03-22 18:00:00,2024-03-20 14:00:00,Bangalore,Other Crime,BURGLARY,20,Young Adult,F,UNKNOWN,10,0,
36975,36976,2024-03-22 05:00:00,2024-03-20 15:00:00,Kanpur,Other Crime,FRAUD,14,Minor,M,Blunt Object,2,1,137.0
36976,36977,2024-03-23 14:00:00,2024-03-20 16:00:00,Jaipur,Other Crime,DRUG OFFENSE,30,Young Adult,F,Firearm,6,1,-17.0
36977,36978,2024-03-22 23:00:00,2024-03-20 17:00:00,Kolkata,Violent Crime,VEHICLE - STOLEN,65,Senior,F,Explosives,18,1,68.0
36978,36979,2024-03-21 00:00:00,2024-03-20 18:00:00,Mumbai,Other Crime,HOMICIDE,20,Young Adult,F,Other,7,1,111.0
36979,36980,2024-03-23 09:00:00,2024-03-20 19:00:00,Patna,Violent Crime,VEHICLE - STOLEN,70,Senior,M,Blunt Object,15,1,84.0
36980,36981,2024-03-21 00:00:00,2024-03-20 20:00:00,Hyderabad,Other Crime,BURGLARY,20,Young Adult,F,Blunt Object,18,1,231.0
36981,36982,2024-03-23 19:00:00,2024-03-20 21:00:00,Jaipur,Violent Crime,VEHICLE - STOLEN,13,Minor,M,Explosives,3,0,
36982,36983,2024-03-22 06:00:00,2024-03-20 22:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,30,Young Adult,F,Knife,17,1,70.0
36983,36984,2024-03-21 00:00:00,2024-03-20 23:00:00,Mumbai,Other Crime,CYBERCRIME,14,Minor,M,UNKNOWN,18,1,57.0
36984,36985,2024-03-23 09:00:00,2024-03-21 00:00:00,Ahmedabad,Other Crime,BURGLARY,79,Senior,M,Explosives,12,1,228.0
36985,36986,2024-03-23 04:00:00,2024-03-21 01:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,68,Senior,F,Firearm,18,0,
36986,36987,2024-03-23 03:00:00,2024-03-21 02:00:00,Pune,Other Crime,SHOPLIFTING,72,Senior,F,UNKNOWN,9,0,
36987,36988,2024-03-23 23:00:00,2024-03-21 03:00:00,Hyderabad,Violent Crime,ROBBERY,38,Adult,F,UNKNOWN,5,1,74.0
36988,36989,2024-03-21 08:00:00,2024-03-21 04:00:00,Hyderabad,Other Crime,KIDNAPPING,15,Minor,M,UNKNOWN,15,1,33.0
36989,36990,2024-03-23 22:00:00,2024-03-21 05:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,25,Young Adult,M,Firearm,8,1,103.0
36990,36991,2024-03-24 02:00:00,2024-03-21 06:00:00,Visakhapatnam,Other Crime,VANDALISM,27,Young Adult,F,Explosives,18,0,
36991,36992,2024-03-24 02:00:00,2024-03-21 07:00:00,Thane,Violent Crime,VEHICLE - STOLEN,45,Adult,F,Firearm,10,0,
36992,36993,2024-03-22 12:00:00,2024-03-21 08:00:00,Nashik,Violent Crime,ROBBERY,64,Senior,M,Other,1,0,
36993,36994,2024-03-22 11:00:00,2024-03-21 09:00:00,Lucknow,Traffic Fatality,TRAFFIC VIOLATION,16,Minor,F,Other,3,0,
36994,36995,2024-03-22 10:00:00,2024-03-21 10:00:00,Pune,Other Crime,CYBERCRIME,44,Adult,F,Blunt Object,18,1,84.0
36995,36996,2024-03-23 12:00:00,2024-03-21 11:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,66,Senior,F,Knife,4,1,-71.0
36996,36997,2024-03-22 00:00:00,2024-03-21 12:00:00,Ahmedabad,Violent Crime,ROBBERY,26,Young Adult,F,Other,14,0,
36997,36998,2024-03-24 07:00:00,2024-03-21 13:00:00,Mumbai,Other Crime,FRAUD,67,Senior,F,Poison,16,1,32.0
36998,36999,2024-03-22 07:00:00,2024-03-21 14:00:00,Hyderabad,Other Crime,DRUG OFFENSE,31,Adult,F,Knife,5,0,
36999,37000,2024-03-22 08:00:00,2024-03-21 15:00:00,Lucknow,Other Crime,COUNTERFEITING,63,Senior,M,Firearm,14,1,55.0
37000,37001,2024-03-22 16:00:00,2024-03-21 16:00:00,Hyderabad,Other Crime,BURGLARY,53,Middle Aged,F,Explosives,8,1,127.0
37001,37002,2024-03-24 11:00:00,2024-03-21 17:00:00,Ahmedabad,Violent Crime,VEHICLE - STOLEN,37,Adult,M,Other,7,0,
37002,37003,2024-03-24 00:00:00,2024-03-21 18:00:00,Mumbai,Other Crime,DRUG OFFENSE,35,Adult,M,Other,13,0,
37003,37004,2024-03-24 00:00:00,2024-03-21 19:00:00,Delhi,Other Crime,FRAUD,14,Minor,F,Blunt Object,17,1,82.0
37004,37005,2024-03-23 23:00:00,2024-03-21 20:00:00,Mumbai,Violent Crime,ASSAULT,49,Middle Aged,M,Poison,5,0,
37005,37006,2024-03-24 02:00:00,2024-03-21 21:00:00,Pune,Other Crime,FRAUD,18,Young Adult,F,Knife,5,1,66.0
37006,37007,2024-03-24 16:00:00,2024-03-21 22:00:00,Delhi,Other Crime,HOMICIDE,61,Senior,F,Knife,9,1,433.0
37007,37008,2024-03-22 02:00:00,2024-03-21 23:00:00,Mumbai,Violent Crime,ROBBERY,68,Senior,F,Explosives,1,0,
37008,37009,2024-03-23 02:00:00,2024-03-22 00:00:00,Delhi,Other Crime,HOMICIDE,70,Senior,F,Knife,11,0,
37009,37010,2024-03-24 10:00:00,2024-03-22 01:00:00,Ghaziabad,Violent Crime,ROBBERY,59,Middle Aged,M,Poison,7,0,
37010,37011,2024-03-25 01:00:00,2024-03-22 02:00:00,Delhi,Traffic Fatality,TRAFFIC VIOLATION,33,Adult,F,UNKNOWN,9,1,6.0
37011,37012,2024-03-24 10:00:00,2024-03-22 03:00:00,Visakhapatnam,Other Crime,KIDNAPPING,60,Middle Aged,F,Knife,16,0,
37012,37013,2024-03-24 04:00:00,2024-03-22 04:00:00,Chennai,Violent Crime,SEXUAL ASSAULT,56,Middle Aged,F,Poison,18,0,
37013,37014,2024-03-24 01:00:00,2024-03-22 05:00:00,Jaipur,Violent Crime,IDENTITY THEFT,28,Young Adult,F,Blunt Object,16,0,
37014,37015,2024-03-24 12:00:00,2024-03-22 06:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,29,Young Adult,F,Firearm,15,1,-80.0
37015,37016,2024-03-24 12:00:00,2024-03-22 07:00:00,Lucknow,Violent Crime,IDENTITY THEFT,58,Middle Aged,M,Firearm,12,0,
